Freq	Gain	Phase
2.71227257933203e+002	5.95243420580644e+001	1.77394262323487e+002
2.92864456462524e+002	5.95229874400202e+001	1.77186510291158e+002
3.16227766016838e+002	5.95214085969079e+001	1.76962267710098e+002
3.41454887383360e+002	5.95195685338085e+001	1.76720236543195e+002
3.68694506451957e+002	5.95174241155678e+001	1.76459020169390e+002
3.98107170553497e+002	5.95149252596800e+001	1.76177116373585e+002
4.29866234708228e+002	5.95120135755958e+001	1.75872910850444e+002
4.64158883361278e+002	5.95086212053953e+001	1.75544669642394e+002
5.01187233627272e+002	5.95046693270552e+001	1.75190532655115e+002
5.41169526546464e+002	5.95000662273838e+001	1.74808505961788e+002
5.84341413373517e+002	5.94947054680580e+001	1.74396454905130e+002
6.30957344480193e+002	5.94884635359889e+001	1.73952098015224e+002
6.81292069057961e+002	5.94811970924570e+001	1.73473000591986e+002
7.35642254459641e+002	5.94727401676643e+001	1.72956569805302e+002
7.94328234724281e+002	5.94629005475653e+001	1.72400051144683e+002
8.57695898590894e+002	5.94514560733841e+001	1.71800526145936e+002
9.26118728128793e+002	5.94381502434357e+001	1.71154913328533e+002
1.00000000000000e+003	5.94226873358879e+001	1.70459971830451e+002
1.07977516232771e+003	5.94047271554778e+001	1.69712309223706e+002
1.16591440117983e+003	5.93838791321204e+001	1.68908393761342e+002
1.25892541179417e+003	5.93596959733624e+001	1.68044574833421e+002
1.35935639087853e+003	5.93316670087011e+001	1.67117109103207e+002
1.46779926762207e+003	5.92992111256292e+001	1.66122196189727e+002
1.58489319246111e+003	5.92616695900573e+001	1.65056026262535e+002
1.71132830416178e+003	5.92182991982130e+001	1.63914840620541e+002
1.84784979742229e+003	5.91682658174218e+001	1.62695003806925e+002
1.99526231496888e+003	5.91106389606620e+001	1.61393094293971e+002
2.15443469003188e+003	5.90443879400638e+001	1.60006009091950e+002
2.32630506715363e+003	5.89683803597513e+001	1.58531086258637e+002
2.51188643150958e+003	5.88813838360311e+001	1.56966242820460e+002
2.71227257933203e+003	5.87820715691406e+001	1.55310121699422e+002
2.92864456462524e+003	5.86690331353032e+001	1.53562251044994e+002
3.16227766016838e+003	5.85407907831357e+001	1.51723198953882e+002
3.41454887383360e+003	5.83958223546052e+001	1.49794724574457e+002
3.68694506451957e+003	5.82325906263322e+001	1.47779899083556e+002
3.98107170553497e+003	5.80495790994294e+001	1.45683202382615e+002
4.29866234708228e+003	5.78453329232587e+001	1.43510563467241e+002
4.64158883361278e+003	5.76185034634273e+001	1.41269341843489e+002
5.01187233627272e+003	5.73678938419761e+001	1.38968237588224e+002
5.41169526546464e+003	5.70925023190647e+001	1.36617122956481e+002
5.84341413373518e+003	5.67915601966932e+001	1.34226805869893e+002
6.30957344480193e+003	5.64645608076260e+001	1.31808721156777e+002
6.81292069057961e+003	5.61112767816404e+001	1.29374587208253e+002
7.35642254459641e+003	5.57317638216077e+001	1.26936025861699e+002
7.94328234724281e+003	5.53263503406817e+001	1.24504197257179e+002
8.57695898590894e+003	5.48956137265267e+001	1.22089459051488e+002
9.26118728128794e+003	5.44403452140275e+001	1.19701078203801e+002
1.00000000000000e+004	5.39615062576524e+001	1.17347017547641e+002
1.07977516232771e+004	5.34601798229310e+001	1.15033789499345e+002
1.16591440117983e+004	5.29375198774516e+001	1.12766400205155e+002
1.25892541179417e+004	5.23947023261091e+001	1.10548375861034e+002
1.35935639087853e+004	5.18328797059520e+001	1.08381825334134e+002
1.46779926762207e+004	5.12531415159418e+001	1.06267599788886e+002
1.58489319246111e+004	5.06564811624029e+001	1.04205462227753e+002
1.71132830416178e+004	5.00437700408628e+001	1.02194299171268e+002
1.84784979742229e+004	4.94157387660563e+001	1.00232349886855e+002
1.99526231496888e+004	4.87729653703278e+001	9.83174440614602e+001
2.15443469003188e+004	4.81158701744651e+001	9.64472550646017e+001
2.32630506715363e+004	4.74447170898967e+001	9.46195305635008e+001
2.51188643150958e+004	4.67596212328737e+001	9.28323409678352e+001
2.71227257933203e+004	4.60605628802985e+001	9.10843077791858e+001
2.92864456462524e+004	4.53474079195271e+001	8.93748205546248e+001
3.16227766016838e+004	4.46199349891185e+001	8.77042335852356e+001
3.41454887383360e+004	4.38778694162121e+001	8.60740335613658e+001
3.68694506451958e+004	4.31209237949374e+001	8.44869673609513e+001
3.98107170553497e+004	4.23488445872655e+001	8.29471170222765e+001
4.29866234708228e+004	4.15614635005002e+001	8.14599084215533e+001
4.64158883361278e+004	4.07587515733774e+001	8.00320401614702e+001
5.01187233627272e+004	3.99408730920895e+001	7.86713225269351e+001
5.41169526546464e+004	3.91082356362672e+001	7.73864207329029e+001
5.84341413373518e+004	3.82615320914552e+001	7.61865049995183e+001
6.30957344480193e+004	3.74017702616867e+001	7.50808182569304e+001
6.81292069057961e+004	3.65302861754753e+001	7.40781742283289e+001
7.35642254459641e+004	3.56487380914641e+001	7.31864765575299e+001
7.94328234724282e+004	3.47590797192850e+001	7.24121052213981e+001
8.57695898590894e+004	3.38635129686249e+001	7.17595743751026e+001
9.26118728128793e+004	3.29644225527639e+001	7.12310149127495e+001
1.00000000000000e+005	3.20642965616582e+001	7.08260002510092e+001
1.07977516232771e+005	3.11656386077205e+001	7.05413743622560e+001
1.16591440117983e+005	3.02708780061910e+001	7.03712834304440e+001
1.25892541179417e+005	2.93822846585884e+001	7.03073472103679e+001
1.35935639087853e+005	2.85018947708662e+001	7.03389620324226e+001
1.46779926762207e+005	2.76314523659923e+001	7.04537073146647e+001
1.58489319246111e+005	2.67723698889550e+001	7.06378194530249e+001
1.71132830416178e+005	2.59257092627358e+001	7.08766932555607e+001
1.84784979742229e+005	2.50921828280085e+001	7.11553720081432e+001
1.99526231496888e+005	2.42721718926895e+001	7.14589922306759e+001
2.15443469003188e+005	2.34657593840607e+001	7.17731572874188e+001
2.32630506715363e+005	2.26727723994681e+001	7.20842236754572e+001
2.51188643150958e+005	2.18928303205705e+001	7.23794935521506e+001
2.71227257933203e+005	2.11253945080625e+001	7.26473155830366e+001
2.92864456462524e+005	2.03698162719110e+001	7.28771025782809e+001
3.16227766016838e+005	1.96253806618804e+001	7.30592783251852e+001
3.41454887383360e+005	1.88913444891413e+001	7.31851675796416e+001
3.68694506451958e+005	1.81669677544646e+001	7.32468427658809e+001
3.98107170553497e+005	1.74515382537323e+001	7.32369391091966e+001
4.29866234708228e+005	1.67443895236234e+001	7.31484472548399e+001
4.64158883361278e+005	1.60449124795641e+001	7.29744893971269e+001
5.01187233627272e+005	1.53525610937856e+001	7.27080819189279e+001
5.41169526546464e+005	1.46668522902849e+001	7.23418153935318e+001
5.84341413373517e+005	1.39873598924281e+001	7.18679355071050e+001
6.30957344480193e+005	1.33137019721152e+001	7.12773639874450e+001
6.81292069057961e+005	1.26455202488874e+001	7.05600829566351e+001
7.35642254459641e+005	1.19824493117059e+001	6.97044494423564e+001
7.94328234724281e+005	1.13240722406513e+001	6.86968938650464e+001
8.57695898590894e+005	1.06698577036371e+001	6.75215180901386e+001
9.26118728128793e+005	1.00190717073438e+001	6.61596727058955e+001
1.00000000000000e+006	9.37065494191446e+000	6.45895403155710e+001
