rl	V(vo)	I(RL)
3.758374042884570e-01	1.755407e-01	4.670655e-01
3.801893963205742e-01	1.777616e-01	4.675607e-01
3.845917820453668e-01	1.800131e-01	4.680628e-01
3.890451449942940e-01	1.822956e-01	4.685717e-01
3.935500754557910e-01	1.846095e-01	4.690877e-01
3.981071705535110e-01	1.869554e-01	4.696108e-01
4.027170343254731e-01	1.893339e-01	4.701412e-01
4.073802778041269e-01	1.917453e-01	4.706789e-01
4.120975190973445e-01	1.941903e-01	4.712241e-01
4.168693834703500e-01	1.966694e-01	4.717769e-01
4.216965034285970e-01	1.991830e-01	4.723374e-01
4.265795188016075e-01	2.017319e-01	4.729058e-01
4.315190768277803e-01	2.043166e-01	4.734821e-01
4.365158322401813e-01	2.069376e-01	4.740666e-01
4.415704473533281e-01	2.095955e-01	4.746592e-01
4.466835921509789e-01	2.122910e-01	4.752603e-01
4.518559443749383e-01	2.150242e-01	4.758689e-01
4.570881896148912e-01	2.177972e-01	4.764883e-01
4.623810213992767e-01	2.206093e-01	4.771158e-01
4.677351412872148e-01	2.234614e-01	4.777520e-01
4.731512589614973e-01	2.263542e-01	4.783971e-01
4.786300923226554e-01	2.292884e-01	4.790514e-01
4.841723675841167e-01	2.322648e-01	4.797151e-01
4.897788193684638e-01	2.352840e-01	4.803882e-01
4.954501908048080e-01	2.383467e-01	4.810709e-01
5.011872336272902e-01	2.414536e-01	4.817633e-01
5.069907082747226e-01	2.446054e-01	4.824653e-01
5.128613839913834e-01	2.478027e-01	4.831767e-01
5.188000389289799e-01	2.510457e-01	4.838969e-01
5.248074602497916e-01	2.543410e-01	4.846368e-01
5.308844442310076e-01	2.576815e-01	4.853816e-01
5.370317963702722e-01	2.610711e-01	4.861371e-01
5.432503314924529e-01	2.645102e-01	4.869030e-01
5.495408738576446e-01	2.679996e-01	4.876791e-01
5.559042572704238e-01	2.715399e-01	4.884653e-01
5.623413251903696e-01	2.751393e-01	4.892745e-01
5.688529308438623e-01	2.787880e-01	4.900881e-01
5.754399373371781e-01	2.824917e-01	4.909143e-01
5.821032177708928e-01	2.862507e-01	4.917524e-01
5.888436553556107e-01	2.900662e-01	4.926032e-01
5.956621435290324e-01	2.939394e-01	4.934667e-01
6.025595860743801e-01	2.978714e-01	4.943435e-01
6.095368972401917e-01	3.018631e-01	4.952336e-01
6.165950018615051e-01	3.059157e-01	4.961372e-01
6.237348354824425e-01	3.100303e-01	4.970547e-01
6.309573444802167e-01	3.142081e-01	4.979863e-01
6.382634861905725e-01	3.184502e-01	4.989322e-01
6.456542290346797e-01	3.227578e-01	4.998927e-01
6.531305526474968e-01	3.271323e-01	5.008681e-01
6.606934480076208e-01	3.315748e-01	5.018587e-01
6.683439175686396e-01	3.360866e-01	5.028648e-01
6.760829753920072e-01	3.406692e-01	5.038866e-01
6.839116472814551e-01	3.453237e-01	5.049245e-01
6.918309709189626e-01	3.500518e-01	5.059788e-01
6.998419960023000e-01	3.548547e-01	5.070497e-01
7.079457843841648e-01	3.597339e-01	5.081377e-01
7.161434102129293e-01	3.646910e-01	5.092430e-01
7.244359600750176e-01	3.697275e-01	5.103661e-01
7.328245331389320e-01	3.748450e-01	5.115072e-01
7.413102413009458e-01	3.800451e-01	5.126666e-01
7.498942093324845e-01	3.853294e-01	5.138450e-01
7.585775750292129e-01	3.906988e-01	5.150414e-01
7.673614893618484e-01	3.961582e-01	5.162601e-01
7.762471166287216e-01	4.017051e-01	5.174965e-01
7.852356346101020e-01	4.073442e-01	5.187541e-01
7.943282347243121e-01	4.130768e-01	5.200329e-01
8.035261221856483e-01	4.189033e-01	5.213313e-01
8.128305161641307e-01	4.248309e-01	5.226563e-01
8.222426499471031e-01	4.308513e-01	5.239954e-01
8.317637711027034e-01	4.369773e-01	5.253622e-01
8.413951416452279e-01	4.432048e-01	5.267499e-01
8.511380382024096e-01	4.495390e-01	5.281623e-01
8.609937521846343e-01	4.559825e-01	5.296002e-01
8.709635899561147e-01	4.625338e-01	5.310598e-01
8.810488730080486e-01	4.691991e-01	5.325460e-01
8.912509381337804e-01	4.759796e-01	5.340579e-01
9.015711376059924e-01	4.828780e-01	5.355961e-01
9.120108393559457e-01	4.898966e-01	5.371609e-01
9.225714271547996e-01	4.970386e-01	5.387536e-01
9.332543007970279e-01	5.043064e-01	5.403741e-01
9.440608762859607e-01	5.117045e-01	5.420249e-01
9.549925860214737e-01	5.192328e-01	5.437035e-01
9.660508789898518e-01	5.268975e-01	5.454139e-01
9.772372209558496e-01	5.346954e-01	5.471500e-01
9.885530946569782e-01	5.426374e-01	5.489209e-01
1.000000000000040e+00	5.507240e-01	5.507240e-01
1.011579454259939e+00	5.589584e-01	5.525600e-01
1.023292992280795e+00	5.673441e-01	5.544298e-01
1.035142166679385e+00	5.758847e-01	5.563339e-01
1.047128548050942e+00	5.845845e-01	5.582739e-01
1.059253725177332e+00	5.934468e-01	5.602499e-01
1.071519305237649e+00	6.024758e-01	5.622631e-01
1.083926914021247e+00	6.116755e-01	5.643144e-01
1.096478196143229e+00	6.210504e-01	5.664046e-01
1.109174815262446e+00	6.306047e-01	5.685350e-01
1.122018454302009e+00	6.403430e-01	5.707063e-01
1.135010815672361e+00	6.502701e-01	5.729197e-01
1.148153621496929e+00	6.603907e-01	5.751763e-01
1.161448613840390e+00	6.707101e-01	5.774772e-01
1.174897554939577e+00	6.812332e-01	5.798235e-01
1.188502227437067e+00	6.919655e-01	5.822164e-01
1.202264434617462e+00	7.029126e-01	5.846573e-01
1.216186000646418e+00	7.140802e-01	5.871472e-01
1.230268770812432e+00	7.254744e-01	5.896877e-01
1.244514611771437e+00	7.371011e-01	5.922800e-01
1.258925411794219e+00	7.489671e-01	5.949257e-01
1.273503081016714e+00	7.610787e-01	5.976261e-01
1.288249551693187e+00	7.734430e-01	6.003829e-01
1.303166778452353e+00	7.860670e-01	6.031976e-01
1.318256738556462e+00	7.989582e-01	6.060718e-01
1.333521432163379e+00	8.121243e-01	6.090073e-01
1.348962882591710e+00	8.255731e-01	6.120058e-01
1.364583136588982e+00	8.393132e-01	6.150693e-01
1.380384264602943e+00	8.533530e-01	6.181996e-01
1.396368361055996e+00	8.677015e-01	6.213987e-01
1.412537544622813e+00	8.823679e-01	6.246687e-01
1.428893958511163e+00	8.973621e-01	6.280117e-01
1.445439770745988e+00	9.126941e-01	6.314300e-01
1.462177174456780e+00	9.283743e-01	6.349260e-01
1.479108388168270e+00	9.444137e-01	6.385021e-01
1.496235656094496e+00	9.608237e-01	6.421607e-01
1.513561248436272e+00	9.776161e-01	6.459046e-01
1.531087461682095e+00	9.948034e-01	6.497365e-01
1.548816618912547e+00	1.012398e+00	6.536593e-01
1.566751070108216e+00	1.030414e+00	6.576760e-01
1.584893192461181e+00	1.048865e+00	6.617893e-01
1.603245390690110e+00	1.067767e+00	6.660036e-01
1.621810097358999e+00	1.087134e+00	6.703213e-01
1.640589773199610e+00	1.106982e+00	6.747464e-01
1.659586907437632e+00	1.127328e+00	6.792824e-01
1.678804018122632e+00	1.148190e+00	6.839334e-01
1.698243652461817e+00	1.169586e+00	6.887035e-01
1.717908387157662e+00	1.191536e+00	6.935970e-01
1.737800828749450e+00	1.214060e+00	6.986184e-01
1.757923613958769e+00	1.237178e+00	7.037723e-01
1.778279410039000e+00	1.260914e+00	7.090642e-01
1.798870915128866e+00	1.285290e+00	7.144982e-01
1.819700858610062e+00	1.310332e+00	7.200809e-01
1.840772001469036e+00	1.336064e+00	7.258175e-01
1.862087136662948e+00	1.362516e+00	7.317143e-01
1.883649089489883e+00	1.389714e+00	7.377775e-01
1.905460717963330e+00	1.417690e+00	7.440140e-01
1.927524913191020e+00	1.446474e+00	7.504309e-01
1.949844599758130e+00	1.476102e+00	7.570355e-01
1.972422736114940e+00	1.506607e+00	7.638359e-01
1.995262314968967e+00	1.538029e+00	7.708403e-01
2.018366363681650e+00	1.570405e+00	7.780577e-01
2.041737944669619e+00	1.603780e+00	7.854974e-01
2.065380155810621e+00	1.638196e+00	7.931692e-01
2.089296130854132e+00	1.673701e+00	8.010837e-01
2.113489039836740e+00	1.710347e+00	8.092528e-01
2.137962089502327e+00	1.748182e+00	8.176860e-01
2.162718523727116e+00	1.787271e+00	8.264000e-01
2.187761623949650e+00	1.827661e+00	8.354021e-01
2.213094709605736e+00	1.869431e+00	8.447134e-01
2.238721138568439e+00	1.912634e+00	8.543425e-01
2.264644307593161e+00	1.957356e+00	8.643105e-01
2.290867652767875e+00	2.003670e+00	8.746337e-01
2.317394649968582e+00	2.051661e+00	8.853308e-01
2.344228815320027e+00	2.101415e+00	8.964207e-01
2.371373705661762e+00	2.153019e+00	9.079207e-01
2.398832919019598e+00	2.206594e+00	9.198614e-01
2.426610095082525e+00	2.262237e+00	9.322624e-01
2.454708915685141e+00	2.320074e+00	9.451523e-01
2.483133105295682e+00	2.380227e+00	9.585580e-01
2.511886431509694e+00	2.442837e+00	9.725110e-01
2.540972705549420e+00	2.508052e+00	9.870439e-01
2.570395782768981e+00	2.576043e+00	1.002197e+00
2.600159563165390e+00	2.646959e+00	1.017998e+00
2.630267991895502e+00	2.721013e+00	1.034500e+00
2.660725059798930e+00	2.798405e+00	1.051745e+00
2.691534803927039e+00	2.879359e+00	1.069783e+00
2.722701308078037e+00	2.964121e+00	1.088669e+00
2.754228703338293e+00	3.052978e+00	1.108469e+00
2.786121168629898e+00	3.146171e+00	1.129230e+00
2.818382931264583e+00	3.244075e+00	1.151041e+00
2.851018267504041e+00	3.347029e+00	1.173977e+00
2.884031503126739e+00	3.455425e+00	1.198123e+00
2.917427014001301e+00	3.569698e+00	1.223577e+00
2.951209226666522e+00	3.690323e+00	1.250444e+00
2.985382618918097e+00	3.817850e+00	1.278848e+00
3.019951720402156e+00	3.952838e+00	1.308908e+00
3.054921113215655e+00	4.096030e+00	1.340797e+00
3.090295432513734e+00	4.248100e+00	1.374658e+00
3.126079367124100e+00	4.409906e+00	1.410683e+00
3.162277660168527e+00	4.582226e+00	1.449027e+00
3.198895109691547e+00	4.760842e+00	1.488277e+00
3.235936569296434e+00	4.891288e+00	1.511553e+00
3.273406948788535e+00	4.948817e+00	1.511825e+00
3.311311214826066e+00	4.974978e+00	1.502419e+00
3.349654391578433e+00	4.986705e+00	1.488722e+00
3.388441561392184e+00	4.991671e+00	1.473147e+00
3.427677865464664e+00	4.993762e+00	1.456894e+00
3.467368504525480e+00	4.994680e+00	1.440482e+00
3.507518739525846e+00	4.995165e+00	1.424131e+00
3.548133892335922e+00	4.995468e+00	1.407914e+00
3.589219346450222e+00	4.995626e+00	1.391842e+00
3.630780547701185e+00	4.995765e+00	1.375948e+00
3.672823004981021e+00	4.996057e+00	1.360277e+00
3.715352290971902e+00	4.996224e+00	1.344751e+00
3.758374042884621e+00	4.996392e+00	1.329403e+00
3.801893963205793e+00	4.996422e+00	1.314193e+00
3.845917820453719e+00	4.996730e+00	1.299230e+00
3.890451449942991e+00	4.996856e+00	1.284390e+00
3.935500754557963e+00	4.997009e+00	1.269727e+00
3.981071705535163e+00	4.997155e+00	1.255229e+00
4.027170343254785e+00	4.997334e+00	1.240905e+00
4.073802778041323e+00	4.997437e+00	1.226725e+00
4.120975190973500e+00	4.997592e+00	1.212721e+00
4.168693834703554e+00	4.997706e+00	1.198866e+00
4.216965034286026e+00	4.997837e+00	1.185174e+00
4.265795188016133e+00	4.997964e+00	1.171637e+00
4.315190768277861e+00	4.998089e+00	1.158254e+00
4.365158322401872e+00	4.998211e+00	1.145024e+00
4.415704473533340e+00	4.998331e+00	1.131944e+00
4.466835921509849e+00	4.998438e+00	1.119011e+00
4.518559443749443e+00	4.998563e+00	1.106229e+00
4.570881896148974e+00	4.998675e+00	1.093591e+00
4.623810213992828e+00	4.998787e+00	1.081097e+00
4.677351412872210e+00	4.998893e+00	1.068744e+00
4.731512589615035e+00	4.998999e+00	1.056533e+00
4.786300923226618e+00	4.999107e+00	1.044461e+00
4.841723675841231e+00	4.999204e+00	1.032526e+00
4.897788193684701e+00	4.999303e+00	1.020727e+00
4.954501908048146e+00	4.999401e+00	1.009062e+00
5.011872336272970e+00	4.999502e+00	9.975318e-01
5.069907082747293e+00	4.999590e+00	9.861305e-01
5.128613839913901e+00	4.999682e+00	9.748603e-01
5.188000389289868e+00	4.999772e+00	9.637185e-01
5.248074602497986e+00	4.999860e+00	9.527037e-01
5.308844442310146e+00	4.999967e+00	9.418182e-01
5.370317963702794e+00	5.000031e+00	9.310492e-01
5.432503314924602e+00	5.000115e+00	9.204072e-01
5.495408738576518e+00	5.000197e+00	9.098864e-01
5.559042572704313e+00	5.000278e+00	8.994854e-01
5.623413251903771e+00	5.000357e+00	8.892031e-01
5.688529308438699e+00	5.000434e+00	8.790381e-01
5.754399373371857e+00	5.000510e+00	8.689891e-01
5.821032177709005e+00	5.000523e+00	8.590440e-01
5.888436553556184e+00	5.000658e+00	8.492335e-01
5.956621435290404e+00	5.000730e+00	8.395245e-01
6.025595860743880e+00	5.000800e+00	8.299263e-01
6.095368972401998e+00	5.000870e+00	8.204376e-01
6.165950018615132e+00	5.000937e+00	8.110571e-01
6.237348354824507e+00	5.001005e+00	8.017837e-01
6.309573444802251e+00	5.001070e+00	7.926162e-01
6.382634861905810e+00	5.001135e+00	7.835534e-01
6.456542290346882e+00	5.001198e+00	7.745939e-01
6.531305526475056e+00	5.001261e+00	7.657368e-01
6.606934480076296e+00	5.001327e+00	7.569815e-01
6.683439175686486e+00	5.001387e+00	7.483253e-01
6.760829753920162e+00	5.001441e+00	7.397674e-01
6.839116472814641e+00	5.001500e+00	7.313079e-01
6.918309709189718e+00	5.001557e+00	7.229449e-01
6.998419960023093e+00	5.001622e+00	7.146787e-01
7.079457843841742e+00	5.001671e+00	7.065049e-01
7.161434102129387e+00	5.001722e+00	6.984247e-01
7.244359600750272e+00	5.001776e+00	6.904373e-01
7.328245331389418e+00	5.001829e+00	6.825411e-01
7.413102413009557e+00	5.001880e+00	6.747351e-01
7.498942093324944e+00	5.001933e+00	6.670185e-01
7.585775750292229e+00	5.001981e+00	6.593895e-01
7.673614893618587e+00	5.001956e+00	6.518382e-01
7.762471166287319e+00	5.002079e+00	6.443925e-01
7.852356346101125e+00	5.002126e+00	6.370223e-01
7.943282347243228e+00	5.002173e+00	6.297362e-01
8.035261221856590e+00	5.002219e+00	6.225334e-01
8.128305161641416e+00	5.002264e+00	6.154130e-01
8.222426499471139e+00	5.002309e+00	6.083738e-01
8.317637711027144e+00	5.002353e+00	6.014151e-01
8.413951416452390e+00	5.002428e+00	5.945396e-01
8.511380382024209e+00	5.002469e+00	5.877388e-01
8.609937521846456e+00	5.002516e+00	5.810166e-01
8.709635899561263e+00	5.002522e+00	5.743664e-01
8.810488730080602e+00	5.002563e+00	5.677963e-01
8.912509381337923e+00	5.002611e+00	5.613022e-01
9.015711376060043e+00	5.002642e+00	5.548804e-01
9.120108393559576e+00	5.002680e+00	5.485330e-01
9.225714271548117e+00	5.002718e+00	5.422581e-01
9.332543007970402e+00	5.002756e+00	5.360550e-01
9.440608762859732e+00	5.002793e+00	5.299227e-01
9.549925860214866e+00	5.002829e+00	5.238605e-01
9.660508789898644e+00	5.002865e+00	5.178677e-01
9.772372209558625e+00	5.002900e+00	5.119433e-01
9.885530946569913e+00	5.002935e+00	5.060866e-01
1.000000000000053e+01	5.002969e+00	5.002970e-01
1.011579454259952e+01	5.003003e+00	4.945734e-01
1.023292992280809e+01	5.003036e+00	4.889153e-01
1.035142166679399e+01	5.003069e+00	4.833219e-01
1.047128548050956e+01	5.003101e+00	4.777925e-01
1.059253725177346e+01	5.003133e+00	4.723262e-01
1.071519305237664e+01	5.003165e+00	4.669225e-01
1.083926914021262e+01	5.003240e+00	4.615846e-01
1.096478196143244e+01	5.003226e+00	4.562996e-01
1.109174815262461e+01	5.003275e+00	4.510809e-01
1.122018454302024e+01	5.003304e+00	4.459200e-01
1.135010815672376e+01	5.003367e+00	4.408211e-01
1.148153621496945e+01	5.003343e+00	4.357730e-01
1.161448613840405e+01	5.003371e+00	4.307871e-01
1.174897554939593e+01	5.003399e+00	4.258583e-01
1.188502227437083e+01	5.003427e+00	4.209859e-01
1.202264434617478e+01	5.003454e+00	4.161692e-01
1.216186000646434e+01	5.003480e+00	4.114075e-01
1.230268770812448e+01	5.003507e+00	4.067003e-01
1.244514611771453e+01	5.003533e+00	4.020469e-01
1.258925411794236e+01	5.003559e+00	3.974468e-01
1.273503081016731e+01	5.003604e+00	3.929008e-01
1.288249551693204e+01	5.003609e+00	3.884037e-01
1.303166778452371e+01	5.003633e+00	3.839595e-01
1.318256738556479e+01	5.003657e+00	3.795662e-01
1.333521432163397e+01	5.003681e+00	3.752232e-01
1.348962882591728e+01	5.003705e+00	3.709297e-01
1.364583136589000e+01	5.003732e+00	3.666857e-01
1.380384264602961e+01	5.003751e+00	3.624897e-01
1.396368361056015e+01	5.003773e+00	3.583419e-01
1.412537544622832e+01	5.003798e+00	3.542417e-01
1.428893958511182e+01	5.003818e+00	3.501882e-01
1.445439770746007e+01	5.003839e+00	3.461811e-01
1.462177174456799e+01	5.003860e+00	3.422199e-01
1.479108388168289e+01	5.003881e+00	3.383039e-01
1.496235656094517e+01	5.003902e+00	3.344328e-01
1.513561248436292e+01	5.003923e+00	3.306059e-01
1.531087461682115e+01	5.003943e+00	3.268228e-01
1.548816618912568e+01	5.003963e+00	3.230830e-01
1.566751070108237e+01	5.003983e+00	3.193859e-01
1.584893192461202e+01	5.004002e+00	3.157312e-01
1.603245390690131e+01	5.004021e+00	3.121182e-01
1.621810097359021e+01	5.004040e+00	3.085466e-01
1.640589773199631e+01	5.004059e+00	3.050159e-01
1.659586907437654e+01	5.004077e+00	3.015255e-01
1.678804018122655e+01	5.004096e+00	2.980750e-01
1.698243652461840e+01	5.004113e+00	2.946640e-01
1.717908387157685e+01	5.004131e+00	2.912921e-01
1.737800828749473e+01	5.004148e+00	2.879587e-01
1.757923613958792e+01	5.004166e+00	2.846634e-01
1.778279410039023e+01	5.004183e+00	2.814059e-01
1.798870915128889e+01	5.004200e+00	2.781856e-01
1.819700858610086e+01	5.004216e+00	2.750021e-01
1.840772001469060e+01	5.004232e+00	2.718551e-01
1.862087136662973e+01	5.004241e+00	2.687436e-01
1.883649089489908e+01	5.004265e+00	2.656686e-01
1.905460717963356e+01	5.004241e+00	2.626263e-01
1.927524913191046e+01	5.004292e+00	2.596227e-01
1.949844599758157e+01	5.004476e+00	2.566603e-01
1.972422736114967e+01	5.004326e+00	2.537147e-01
1.995262314968994e+01	5.004341e+00	2.508112e-01
2.018366363681676e+01	5.004356e+00	2.479409e-01
2.041737944669647e+01	5.004370e+00	2.451035e-01
2.065380155810648e+01	5.004385e+00	2.422985e-01
2.089296130854159e+01	5.004406e+00	2.395259e-01
2.113489039836768e+01	5.004413e+00	2.367844e-01
2.137962089502355e+01	5.004432e+00	2.340749e-01
2.162718523727145e+01	5.004440e+00	2.313958e-01
2.187761623949679e+01	5.004454e+00	2.287477e-01
2.213094709605766e+01	5.004467e+00	2.261298e-01
2.238721138568469e+01	5.004620e+00	2.235482e-01
2.264644307593191e+01	5.004493e+00	2.209836e-01
2.290867652767906e+01	5.004506e+00	2.184546e-01
2.317394649968613e+01	5.004519e+00	2.159545e-01
2.344228815320058e+01	5.004531e+00	2.134831e-01
2.371373705661793e+01	5.004544e+00	2.110399e-01
2.398832919019630e+01	5.004649e+00	2.086285e-01
2.426610095082557e+01	5.004568e+00	2.062370e-01
2.454708915685174e+01	5.004581e+00	2.038767e-01
2.483133105295715e+01	5.004553e+00	2.015419e-01
2.511886431509727e+01	5.004512e+00	1.992332e-01
2.540972705549454e+01	5.004614e+00	1.969566e-01
2.570395782769015e+01	5.004656e+00	1.947037e-01
2.600159563165425e+01	5.004682e+00	1.924759e-01
2.630267991895537e+01	5.004648e+00	1.902714e-01
2.660725059798967e+01	5.004660e+00	1.880938e-01
2.691534803927074e+01	5.004671e+00	1.859411e-01
2.722701308078073e+01	5.004681e+00	1.838131e-01
2.754228703338329e+01	5.004692e+00	1.817094e-01
2.786121168629935e+01	5.004703e+00	1.796297e-01
2.818382931264621e+01	5.004713e+00	1.775739e-01
2.851018267504078e+01	5.004723e+00	1.755416e-01
2.884031503126777e+01	5.004740e+00	1.735328e-01
2.917427014001340e+01	5.004761e+00	1.715471e-01
2.951209226666561e+01	5.004774e+00	1.695838e-01
2.985382618918138e+01	5.004778e+00	1.676428e-01
3.019951720402196e+01	5.004776e+00	1.657237e-01
3.054921113215696e+01	5.004782e+00	1.638269e-01
3.090295432513775e+01	5.004790e+00	1.619518e-01
3.126079367124142e+01	5.004799e+00	1.600983e-01
3.162277660168569e+01	5.004812e+00	1.582661e-01
3.198895109691589e+01	5.004806e+00	1.564542e-01
3.235936569296477e+01	5.004827e+00	1.546639e-01
3.273406948788578e+01	5.004834e+00	1.528937e-01
3.311311214826110e+01	5.004843e+00	1.511438e-01
3.349654391578478e+01	5.004851e+00	1.494140e-01
3.388441561392230e+01	5.004860e+00	1.477039e-01
3.427677865464710e+01	5.004868e+00	1.460134e-01
3.467368504525526e+01	5.005105e+00	1.443488e-01
3.507518739525892e+01	5.004885e+00	1.426902e-01
3.548133892335969e+01	5.004892e+00	1.410570e-01
3.589219346450270e+01	5.005004e+00	1.394455e-01
3.630780547701234e+01	5.004910e+00	1.378467e-01
3.672823004981070e+01	5.004961e+00	1.362702e-01
3.715352290971951e+01	5.004967e+00	1.347104e-01
3.758374042884670e+01	5.004978e+00	1.331687e-01
3.801893963205843e+01	5.004939e+00	1.316433e-01
3.845917820453771e+01	5.004946e+00	1.301366e-01
3.890451449943043e+01	5.004970e+00	1.286475e-01
3.935500754558015e+01	5.004966e+00	1.271748e-01
3.981071705535216e+01	5.004968e+00	1.257191e-01
4.027170343254838e+01	5.004975e+00	1.242802e-01
4.073802778041377e+01	5.004982e+00	1.228577e-01
4.120975190973556e+01	5.004989e+00	1.214516e-01
4.168693834703610e+01	5.004996e+00	1.200615e-01
4.216965034286082e+01	5.005003e+00	1.186873e-01
4.265795188016189e+01	5.005029e+00	1.173293e-01
4.315190768277918e+01	5.005016e+00	1.159860e-01
4.365158322401929e+01	5.005023e+00	1.146584e-01
4.415704473533398e+01	5.005029e+00	1.133461e-01
4.466835921509907e+01	5.005035e+00	1.120488e-01
4.518559443749503e+01	5.005042e+00	1.107663e-01
4.570881896149034e+01	5.005048e+00	1.094985e-01
4.623810213992890e+01	5.005054e+00	1.082452e-01
4.677351412872272e+01	5.005060e+00	1.070063e-01
4.731512589615099e+01	5.005066e+00	1.057815e-01
4.786300923226681e+01	5.004986e+00	1.045690e-01
4.841723675841295e+01	5.005078e+00	1.033739e-01
4.897788193684768e+01	5.005084e+00	1.021907e-01
4.954501908048211e+01	5.005205e+00	1.010234e-01
5.011872336273036e+01	5.005095e+00	9.986478e-02
5.069907082747361e+01	5.005101e+00	9.872175e-02
5.128613839913969e+01	5.005106e+00	9.759180e-02
5.188000389289937e+01	5.005112e+00	9.647478e-02
5.248074602498055e+01	5.005117e+00	9.537055e-02
5.308844442310217e+01	5.005123e+00	9.427895e-02
5.370317963702865e+01	5.005128e+00	9.319985e-02
5.432503314924675e+01	5.005134e+00	9.213310e-02
5.495408738576592e+01	5.005139e+00	9.107856e-02
5.559042572704386e+01	5.005144e+00	9.003608e-02
5.623413251903846e+01	5.005149e+00	8.900554e-02
5.688529308438774e+01	5.005130e+00	8.798636e-02
5.754399373371933e+01	5.005159e+00	8.697969e-02
5.821032177709083e+01	5.005135e+00	8.598363e-02
5.888436553556264e+01	5.005169e+00	8.499996e-02
5.956621435290483e+01	5.005174e+00	8.402706e-02
6.025595860743961e+01	5.005178e+00	8.306529e-02
6.095368972402080e+01	5.005183e+00	8.211453e-02
6.165950018615214e+01	5.005188e+00	8.117464e-02
6.237348354824589e+01	5.005192e+00	8.024552e-02
6.309573444802335e+01	5.005197e+00	7.932702e-02
6.382634861905894e+01	5.005200e+00	7.841903e-02
6.456542290346968e+01	5.005206e+00	7.752146e-02
6.531305526475141e+01	5.005210e+00	7.663415e-02
6.606934480076384e+01	5.005218e+00	7.575703e-02
6.683439175686576e+01	5.005227e+00	7.489000e-02
6.760829753920251e+01	5.005223e+00	7.403268e-02
6.839116472814733e+01	5.005228e+00	7.318529e-02
6.918309709189811e+01	5.005231e+00	7.234761e-02
6.998419960023186e+01	5.005233e+00	7.151948e-02
7.079457843841837e+01	5.005240e+00	7.070089e-02
7.161434102129482e+01	5.005244e+00	6.989164e-02
7.244359600750369e+01	5.005248e+00	6.909166e-02
7.328245331389515e+01	5.005252e+00	6.830084e-02
7.413102413009655e+01	5.005256e+00	6.751904e-02
7.498942093325044e+01	5.005260e+00	6.674621e-02
7.585775750292331e+01	5.005263e+00	6.598222e-02
7.673614893618688e+01	5.005267e+00	6.522698e-02
7.762471166287422e+01	5.005271e+00	6.448038e-02
7.852356346101230e+01	5.005275e+00	6.374232e-02
7.943282347243333e+01	5.005278e+00	6.301272e-02
8.035261221856697e+01	5.005282e+00	6.229147e-02
8.128305161641522e+01	5.005285e+00	6.157846e-02
8.222426499471248e+01	5.005289e+00	6.087362e-02
8.317637711027254e+01	5.005292e+00	6.017685e-02
8.413951416452501e+01	5.005296e+00	5.948805e-02
8.511380382024322e+01	5.005300e+00	5.880714e-02
8.609937521846571e+01	5.005303e+00	5.813402e-02
8.709635899561377e+01	5.005306e+00	5.746860e-02
8.810488730080719e+01	5.005309e+00	5.681079e-02
8.912509381338042e+01	5.005313e+00	5.616053e-02
9.015711376060163e+01	5.005316e+00	5.551771e-02
9.120108393559700e+01	5.005319e+00	5.488224e-02
9.225714271548240e+01	5.005322e+00	5.425404e-02
9.332543007970526e+01	5.005326e+00	5.363303e-02
9.440608762859858e+01	5.005329e+00	5.301913e-02
9.549925860214992e+01	5.005334e+00	5.241228e-02
9.660508789898773e+01	5.005335e+00	5.181233e-02
9.772372209558756e+01	5.005338e+00	5.121927e-02
9.885530946570046e+01	5.005341e+00	5.063300e-02
1.000000000000067e+02	5.005344e+00	5.005344e-02
1.011579454259966e+02	5.005347e+00	4.948051e-02
1.023292992280822e+02	5.005350e+00	4.891414e-02
1.035142166679413e+02	5.005352e+00	4.835425e-02
1.047128548050969e+02	5.005355e+00	4.780078e-02
1.059253725177360e+02	5.005360e+00	4.725364e-02
1.071519305237678e+02	5.005361e+00	4.671275e-02
1.083926914021276e+02	5.005364e+00	4.617806e-02
1.096478196143259e+02	5.005366e+00	4.564948e-02
1.109174815262475e+02	5.005369e+00	4.512696e-02
1.122018454302039e+02	5.005373e+00	4.461043e-02
1.135010815672391e+02	5.005424e+00	4.410023e-02
1.148153621496960e+02	5.005377e+00	4.359501e-02
1.161448613840421e+02	5.005380e+00	4.309601e-02
1.174897554939609e+02	5.005383e+00	4.260271e-02
1.188502227437099e+02	5.005385e+00	4.211507e-02
1.202264434617494e+02	5.005387e+00	4.163300e-02
1.216186000646450e+02	5.005390e+00	4.115645e-02
1.230268770812465e+02	5.005393e+00	4.068536e-02
1.244514611771469e+02	5.005395e+00	4.021965e-02
1.258925411794253e+02	5.005397e+00	3.975928e-02
1.273503081016748e+02	5.005400e+00	3.930418e-02
1.288249551693222e+02	5.005402e+00	3.885429e-02
1.303166778452388e+02	5.005404e+00	3.840955e-02
1.318256738556497e+02	5.005407e+00	3.796989e-02
1.333521432163415e+02	5.005409e+00	3.753527e-02
1.348962882591746e+02	5.005411e+00	3.710563e-02
1.364583136589017e+02	5.005414e+00	3.668090e-02
1.380384264602979e+02	5.005415e+00	3.626103e-02
1.396368361056033e+02	5.005418e+00	3.584597e-02
1.412537544622851e+02	5.005420e+00	3.543566e-02
1.428893958511201e+02	5.005422e+00	3.503005e-02
