Freq	gain	phase
9.26118728128793e+00	5.85473579953038e+01	1.79971854678633e+02
1.00000000000000e+01	5.85473579682419e+01	1.79969535758008e+02
1.07977516232771e+01	5.85473579366898e+01	1.79967031859347e+02
1.16591440117983e+01	5.85473578999022e+01	1.79964328224941e+02
1.25892541179417e+01	5.85473578566639e+01	1.79961408919861e+02
1.35935639087853e+01	5.85473578064822e+01	1.79958256738036e+02
1.46779926762207e+01	5.85473577481763e+01	1.79954853100844e+02
1.58489319246111e+01	5.85473576801961e+01	1.79951177947608e+02
1.71132830416178e+01	5.85473576009358e+01	1.79947209617367e+02
1.84784979742229e+01	5.85473575085251e+01	1.79942924721201e+02
1.99526231496888e+01	5.85473574007813e+01	1.79938298004381e+02
2.15443469003188e+01	5.85473572761420e+01	1.79932381733268e+02
2.32630506715362e+01	5.85473571291465e+01	1.79926987391597e+02
2.51188643150958e+01	5.85473569583690e+01	1.79921162721414e+02
2.71227257933203e+01	5.85473567592574e+01	1.79914873392703e+02
2.92864456462523e+01	5.85473565271101e+01	1.79908082336785e+02
3.16227766016838e+01	5.85473562510326e+01	1.79898908599342e+02
3.41454887383360e+01	5.85473559403534e+01	1.79892831747001e+02
3.68694506451957e+01	5.85473555719029e+01	1.79884282327603e+02
3.98107170553497e+01	5.85473551377566e+01	1.79873209951643e+02
4.29866234708227e+01	5.85473546422605e+01	1.79865082995287e+02
4.64158883361278e+01	5.85473540586105e+01	1.79854319923159e+02
5.01187233627272e+01	5.85473533782101e+01	1.79842698227072e+02
5.41169526546463e+01	5.85473525850065e+01	1.79830149409624e+02
5.84341413373517e+01	5.85473516599386e+01	1.79816599508957e+02
6.30957344480193e+01	5.85473505818783e+01	1.79801968662805e+02
6.81292069057961e+01	5.85473493048180e+01	1.79782488780781e+02
7.35642254459641e+01	5.85473478585360e+01	1.79769112321018e+02
7.94328234724281e+01	5.85473461493533e+01	1.79750693171435e+02
8.57695898590894e+01	5.85473441569923e+01	1.79730804626976e+02
9.26118728128793e+01	5.85473418340923e+01	1.79709329464739e+02
9.99999999999999e+01	5.85473391251441e+01	1.79686141109956e+02
1.07977516232771e+02	5.85473358899539e+01	1.79653739175912e+02
1.16591440117983e+02	5.85473322844248e+01	1.79634067227823e+02
1.25892541179417e+02	5.85473279916069e+01	1.79604874773682e+02
1.35935639087852e+02	5.85473229073679e+01	1.79565989750088e+02
1.46779926762207e+02	5.85473171502779e+01	1.79539317507518e+02
1.58489319246111e+02	5.85473103452681e+01	1.79502566290150e+02
1.71132830416178e+02	5.85473024122924e+01	1.79462883191535e+02
1.84784979742229e+02	5.85472931631121e+01	1.79420034307947e+02
1.99526231496888e+02	5.85472823784240e+01	1.79373767072754e+02
2.15443469003188e+02	5.85472698051194e+01	1.79323808766698e+02
2.32630506715362e+02	5.85472548337000e+01	1.79255137482231e+02
2.51188643150958e+02	5.85472380518069e+01	1.79211617521398e+02
2.71227257933203e+02	5.85472181227409e+01	1.79148723248981e+02
2.92864456462523e+02	5.85471948862803e+01	1.79080811336799e+02
3.16227766016838e+02	5.85471677942793e+01	1.79007481439759e+02
3.41454887383360e+02	5.85471362061277e+01	1.78928301259170e+02
3.68694506451957e+02	5.85470993751788e+01	1.78842803989439e+02
3.98107170553497e+02	5.85470564319448e+01	1.78750485560006e+02
4.29866234708227e+02	5.85470063607359e+01	1.78650801656067e+02
4.64158883361278e+02	5.85469479787318e+01	1.78543164499656e+02
5.01187233627272e+02	5.85468799049862e+01	1.78426939372098e+02
5.41169526546463e+02	5.85468005296067e+01	1.78301440856086e+02
5.84341413373517e+02	5.85467079769170e+01	1.78165928774598e+02
6.30957344480193e+02	5.85466000551217e+01	1.78019603802033e+02
6.81292069057961e+02	5.85464742109846e+01	1.77861602719063e+02
7.35642254459641e+02	5.85463274639301e+01	1.77690993282993e+02
7.94328234724281e+02	5.85461563384160e+01	1.77506768679819e+02
8.57695898590893e+02	5.85459567787483e+01	1.77307841523457e+02
9.26118728128793e+02	5.85457240515572e+01	1.77093037362812e+02
