RL	Rend
5.411695265464634e-002	2.467825e-001
5.843414133735173e-002	2.667346e-001
6.309573444801929e-002	2.883229e-001
6.812920690579609e-002	3.116856e-001
7.356422544596408e-002	3.369731e-001
7.943282347242810e-002	3.643493e-001
8.576958985908935e-002	3.939930e-001
9.261187281287928e-002	4.260994e-001
9.999999999999992e-002	4.608817e-001
1.079775162327709e-001	4.985732e-001
1.165914401179831e-001	5.394290e-001
1.258925411794166e-001	5.837287e-001
1.359356390878524e-001	6.317793e-001
1.467799267622068e-001	6.839174e-001
1.584893192461112e-001	7.405140e-001
1.711328304161779e-001	8.019768e-001
1.847849797422289e-001	8.687561e-001
1.995262314968878e-001	9.413491e-001
2.154434690031881e-001	1.020306e+000
2.326305067153624e-001	1.106238e+000
2.511886431509577e-001	1.199823e+000
2.712272579332025e-001	1.301814e+000
2.928644564625233e-001	1.413057e+000
3.162277660168376e-001	1.534493e+000
3.414548873833598e-001	1.667180e+000
3.686945064519571e-001	1.812310e+000
3.981071705534968e-001	1.971227e+000
4.298662347082272e-001	2.145452e+000
4.641588833612774e-001	2.336717e+000
5.011872336272717e-001	2.546996e+000
5.411695265464630e-001	2.778554e+000
5.843414133735169e-001	3.033998e+000
6.309573444801925e-001	3.316342e+000
6.812920690579605e-001	3.629095e+000
7.356422544596405e-001	3.976363e+000
7.943282347242806e-001	4.362980e+000
8.576958985908931e-001	4.794676e+000
9.261187281287924e-001	5.278300e+000
9.999999999999988e-001	5.822097e+000
1.079775162327708e+000	6.436092e+000
1.165914401179830e+000	7.132594e+000
1.258925411794166e+000	7.926882e+000
1.359356390878524e+000	8.838164e+000
1.467799267622068e+000	9.890925e+000
1.584893192461111e+000	1.111687e+001
1.711328304161779e+000	1.255780e+001
1.847849797422289e+000	1.426997e+001
1.995262314968877e+000	1.633096e+001
2.154434690031881e+000	1.885077e+001
2.326305067153623e+000	2.199074e+001
2.511886431509577e+000	2.599744e+001
2.712272579332025e+000	3.126732e+001
2.928644564625233e+000	3.848044e+001
3.162277660168375e+000	4.890476e+001
3.414548873833597e+000	5.325829e+001
3.686945064519570e+000	5.326094e+001
3.981071705534967e+000	5.323916e+001
4.298662347082271e+000	5.321319e+001
4.641588833612772e+000	5.318315e+001
5.011872336272716e+000	5.314904e+001
5.411695265464629e+000	5.311079e+001
5.843414133735167e+000	5.306831e+001
6.309573444801923e+000	5.302143e+001
6.812920690579603e+000	5.296998e+001
7.356422544596402e+000	5.291373e+001
7.943282347242803e+000	5.285240e+001
8.576958985908927e+000	5.278572e+001
9.261187281287921e+000	5.271336e+001
9.999999999999984e+000	5.263495e+001
1.079775162327708e+001	5.255013e+001
1.165914401179830e+001	5.245845e+001
1.258925411794165e+001	5.235947e+001
1.359356390878523e+001	5.225272e+001
1.467799267622067e+001	5.213764e+001
1.584893192461111e+001	5.201371e+001
1.711328304161778e+001	5.188033e+001
1.847849797422288e+001	5.173686e+001
1.995262314968876e+001	5.158266e+001
2.154434690031880e+001	5.141702e+001
2.326305067153622e+001	5.123921e+001
2.511886431509576e+001	5.104845e+001
2.712272579332023e+001	5.084394e+001
2.928644564625231e+001	5.062483e+001
3.162277660168374e+001	5.039025e+001
3.414548873833596e+001	5.013930e+001
3.686945064519569e+001	4.987104e+001
3.981071705534966e+001	4.958450e+001
4.298662347082269e+001	4.927870e+001
4.641588833612771e+001	4.895266e+001
5.011872336272714e+001	4.860536e+001
5.411695265464627e+001	4.823579e+001
5.843414133735165e+001	4.784296e+001
6.309573444801921e+001	4.742586e+001
6.812920690579600e+001	4.698354e+001
7.356422544596398e+001	4.651507e+001
7.943282347242798e+001	4.601958e+001
8.576958985908924e+001	4.549625e+001
9.261187281287916e+001	4.494434e+001
9.999999999999979e+001	4.436323e+001
1.079775162327707e+002	4.375237e+001
1.165914401179829e+002	4.311138e+001
1.258925411794165e+002	4.244000e+001
1.359356390878523e+002	4.173814e+001
1.467799267622067e+002	4.100587e+001
1.584893192461110e+002	4.024350e+001
1.711328304161777e+002	3.945149e+001
1.847849797422287e+002	3.863057e+001
1.995262314968876e+002	3.778168e+001
2.154434690031879e+002	3.690597e+001
2.326305067153622e+002	3.600487e+001
2.511886431509575e+002	3.508001e+001
2.712272579332023e+002	3.413328e+001
2.928644564625231e+002	3.316677e+001
3.162277660168373e+002	3.218280e+001
3.414548873833595e+002	3.118384e+001
3.686945064519568e+002	3.017256e+001
3.981071705534965e+002	2.915176e+001
4.298662347082268e+002	2.812435e+001
4.641588833612770e+002	2.709332e+001
5.011872336272713e+002	2.606167e+001
5.411695265464626e+002	2.503246e+001
5.843414133735165e+002	2.400869e+001
6.309573444801921e+002	2.299329e+001
6.812920690579600e+002	2.198914e+001
7.356422544596400e+002	2.099889e+001
7.943282347242800e+002	2.002516e+001
8.576958985908925e+002	1.907031e+001
9.261187281287918e+002	1.813653e+001
9.999999999999981e+002	1.722578e+001
1.079775162327707e+003	1.633980e+001
1.165914401179829e+003	1.548008e+001
1.258925411794165e+003	1.464791e+001
1.359356390878523e+003	1.384430e+001
1.467799267622066e+003	1.307005e+001
1.584893192461110e+003	1.232573e+001
1.711328304161777e+003	1.161171e+001
1.847849797422287e+003	1.092816e+001
1.995262314968875e+003	1.027503e+001
2.154434690031879e+003	9.652147e+000
2.326305067153621e+003	9.059161e+000
2.511886431509574e+003	8.495591e+000
2.712272579332022e+003	7.960840e+000
2.928644564625230e+003	7.454208e+000
3.162277660168372e+003	6.974909e+000
3.414548873833594e+003	6.522090e+000
3.686945064519567e+003	6.094841e+000
3.981071705534963e+003	5.692208e+000
4.298662347082266e+003	5.313210e+000
4.641588833612767e+003	4.956846e+000
5.011872336272711e+003	4.622103e+000
5.411695265464624e+003	4.307972e+000
5.843414133735162e+003	4.013446e+000
6.309573444801918e+003	3.737536e+000
6.812920690579596e+003	3.479267e+000
7.356422544596396e+003	3.237690e+000
7.943282347242796e+003	3.011883e+000
8.576958985908921e+003	2.800951e+000
9.261187281287914e+003	2.604034e+000
9.999999999999976e+003	2.420303e+000
1.079775162327707e+004	2.248966e+000
1.165914401179829e+004	2.089264e+000
1.258925411794164e+004	1.940477e+000
1.359356390878522e+004	1.801915e+000
1.467799267622066e+004	1.672929e+000
1.584893192461110e+004	1.552900e+000
1.711328304161776e+004	1.441245e+000
1.847849797422286e+004	1.337412e+000
1.995262314968875e+004	1.240882e+000
2.154434690031878e+004	1.151167e+000
2.326305067153620e+004	1.067806e+000
2.511886431509574e+004	9.903678e-001
2.712272579332022e+004	9.184478e-001
2.928644564625229e+004	8.516664e-001
3.162277660168372e+004	7.896680e-001
3.414548873833593e+004	7.321207e-001
3.686945064519566e+004	6.787133e-001
3.981071705534963e+004	6.291558e-001
4.298662347082266e+004	5.831770e-001
4.641588833612768e+004	5.405242e-001
5.011872336272711e+004	5.009616e-001
5.411695265464624e+004	4.642695e-001
5.843414133735162e+004	4.302431e-001
6.309573444801918e+004	3.986918e-001
6.812920690579596e+004	3.694383e-001
7.356422544596395e+004	3.423175e-001
7.943282347242796e+004	3.171758e-001
8.576958985908920e+004	2.938705e-001
9.261187281287913e+004	2.722689e-001
9.999999999999975e+004	2.522477e-001
1.079775162327707e+005	2.336923e-001
1.165914401179829e+005	2.164963e-001
1.258925411794164e+005	2.005609e-001
1.359356390878522e+005	1.857945e-001
1.467799267622066e+005	1.721117e-001
1.584893192461110e+005	1.594335e-001
1.711328304161777e+005	1.476867e-001
1.847849797422286e+005	1.368032e-001
1.995262314968875e+005	1.267198e-001
2.154434690031878e+005	1.173780e-001
2.326305067153620e+005	1.087235e-001
2.511886431509573e+005	1.007059e-001
2.712272579332021e+005	9.327856e-002
2.928644564625229e+005	8.639810e-002
3.162277660168371e+005	8.002439e-002
3.414548873833593e+005	7.412024e-002
3.686945064519566e+005	6.865113e-002
3.981071705534962e+005	6.358509e-002
4.298662347082266e+005	5.889249e-002
4.641588833612767e+005	5.454585e-002
5.011872336272710e+005	5.051972e-002
5.411695265464623e+005	4.679050e-002
5.843414133735162e+005	4.333635e-002
6.309573444801917e+005	4.013699e-002
6.812920690579596e+005	3.717367e-002
7.356422544596396e+005	3.442899e-002
7.943282347242796e+005	3.188607e-002
8.576958985908921e+005	2.953230e-002
9.261187281287913e+005	2.735152e-002
9.999999999999977e+005	2.533171e-002
