Time	Vin	Vo
0.000000000000000e+000	-1.000176e-002	-2.047685e-002
9.999999960041972e-012	3.784322e-003	-2.047685e-002
1.834996718602044e-011	3.453873e-003	-2.047685e-002
3.504990163797737e-011	3.242873e-003	-2.047685e-002
6.844977054189123e-011	3.557347e-003	-2.047685e-002
1.352495083497190e-010	3.858947e-003	-2.047685e-002
2.535172844242440e-010	4.392289e-003	-2.047685e-002
4.310261625259824e-010	4.983329e-003	-2.047685e-002
7.249628776598101e-010	5.922459e-003	-2.047685e-002
1.312836307927465e-009	7.283114e-003	-2.047685e-002
2.488583168462776e-009	8.967303e-003	-2.047685e-002
4.548443662894195e-009	9.977959e-003	-2.047685e-002
6.896502637446952e-009	1.016297e-002	-2.047685e-002
1.059105110769836e-008	1.011457e-002	-2.047685e-002
1.798014804820118e-008	1.012268e-002	-2.047685e-002
2.661039106262899e-008	1.004901e-002	-2.047685e-002
3.824710576120436e-008	1.004615e-002	-2.047685e-002
5.786526065768459e-008	1.000132e-002	-2.047637e-002
9.710157045064508e-008	1.003542e-002	-2.047589e-002
1.755741900365660e-007	1.000442e-002	-2.047351e-002
3.325194292084080e-007	1.002207e-002	-2.045873e-002
6.464099075520917e-007	9.981297e-003	-2.036717e-002
1.274190864239460e-006	1.001396e-002	-1.990846e-002
2.274190864239460e-006	9.982728e-003	-1.854279e-002
3.274190864239459e-006	1.001348e-002	-1.651338e-002
4.274190864239459e-006	9.982966e-003	-1.399615e-002
5.274190864239459e-006	1.001325e-002	-1.127341e-002
6.274190864239459e-006	9.983205e-003	-8.558779e-003
7.274190864239458e-006	1.001325e-002	-5.982904e-003
8.274190864239458e-006	9.983205e-003	-3.610639e-003
9.274190864239459e-006	1.001325e-002	-1.463442e-003
1.027419086423946e-005	9.983205e-003	4.610731e-004
1.127419086423946e-005	1.001348e-002	2.176733e-003
1.227419086423946e-005	9.983205e-003	3.702612e-003
1.327419086423946e-005	1.001348e-002	5.059691e-003
1.427419086423946e-005	9.982966e-003	6.268473e-003
1.527419086423946e-005	1.001348e-002	7.347079e-003
1.627419086423946e-005	9.982966e-003	8.312674e-003
1.727419086423946e-005	1.001348e-002	9.179564e-003
1.827419086423946e-005	9.982966e-003	9.961100e-003
1.927419086423947e-005	1.001348e-002	1.066777e-002
2.027419086423947e-005	9.982966e-003	1.130864e-002
2.127419086423947e-005	1.001348e-002	1.189229e-002
2.227419086423947e-005	9.982966e-003	1.242492e-002
2.327419086423947e-005	1.001348e-002	1.291320e-002
2.427419086423947e-005	9.982966e-003	1.336143e-002
2.527419086423947e-005	1.001348e-002	1.377437e-002
2.627419086423947e-005	9.982966e-003	1.415536e-002
2.727419086423947e-005	1.001348e-002	1.450774e-002
2.827419086423947e-005	9.982966e-003	1.483390e-002
2.927419086423947e-005	1.001348e-002	1.513669e-002
3.027419086423947e-005	9.982966e-003	1.541802e-002
3.127419086423947e-005	1.001348e-002	1.567981e-002
3.227419086423947e-005	9.982966e-003	1.592347e-002
3.327419086423947e-005	1.001348e-002	1.615092e-002
3.427419086423946e-005	9.982966e-003	1.636264e-002
3.527419086423946e-005	1.001348e-002	1.656053e-002
3.627419086423946e-005	9.982966e-003	1.674554e-002
3.827419086423945e-005	9.982966e-003	1.707980e-002
4.027419086423945e-005	9.982966e-003	1.737258e-002
4.227419086423944e-005	9.982966e-003	1.762959e-002
4.427419086423944e-005	9.982966e-003	1.785419e-002
4.627419086423943e-005	9.982966e-003	1.805207e-002
4.827419086423942e-005	9.982966e-003	1.822516e-002
5.027419086423942e-005	9.982966e-003	1.837775e-002
5.227419086423941e-005	9.982966e-003	1.851174e-002
5.427419086423941e-005	9.982966e-003	1.862905e-002
5.627419086423940e-005	9.982966e-003	1.873252e-002
5.827419086423940e-005	9.982966e-003	1.882312e-002
6.027419086423939e-005	9.982966e-003	1.890275e-002
6.227419086423939e-005	9.982966e-003	1.897285e-002
6.427419086423939e-005	9.982966e-003	1.903436e-002
6.627419086423938e-005	9.982966e-003	1.908824e-002
6.827419086423938e-005	9.982966e-003	1.913592e-002
7.027419086423937e-005	9.982966e-003	1.917789e-002
7.227419086423936e-005	9.982966e-003	1.921412e-002
7.427419086423936e-005	9.982966e-003	1.924655e-002
7.627419086423935e-005	9.982966e-003	1.927468e-002
7.827419086423935e-005	9.982966e-003	1.929948e-002
8.027419086423934e-005	9.982966e-003	1.932094e-002
8.227419086423934e-005	9.982966e-003	1.934001e-002
8.427419086423933e-005	9.982966e-003	1.935718e-002
8.627419086423933e-005	9.982966e-003	1.937148e-002
8.827419086423932e-005	9.982966e-003	1.938483e-002
9.027419086423931e-005	9.982966e-003	1.939580e-002
9.227419086423931e-005	9.982966e-003	1.940581e-002
9.427419086423930e-005	9.982966e-003	1.941440e-002
9.627419086423930e-005	9.982966e-003	1.942203e-002
9.827419086423929e-005	9.982966e-003	1.942918e-002
1.002741908642393e-004	9.982966e-003	1.943490e-002
1.022741908642393e-004	9.982966e-003	1.944015e-002
1.042741908642393e-004	9.982966e-003	1.944444e-002
1.062741908642393e-004	9.982966e-003	1.944873e-002
1.082741908642393e-004	9.982966e-003	1.945207e-002
1.102741908642393e-004	9.982966e-003	1.945493e-002
1.122741908642393e-004	9.982966e-003	1.945779e-002
1.142741908642393e-004	9.982966e-003	1.946017e-002
1.162741908642392e-004	9.982966e-003	1.946208e-002
1.182741908642392e-004	9.982966e-003	1.946399e-002
1.202741908642392e-004	9.982966e-003	1.946542e-002
1.222741908642392e-004	9.982966e-003	1.946685e-002
1.242741908642392e-004	9.982966e-003	1.946828e-002
1.272741908642392e-004	1.001348e-002	1.946971e-002
1.302741908642392e-004	9.982966e-003	1.947114e-002
1.332741908642392e-004	1.001348e-002	1.947209e-002
1.362741908642392e-004	9.982966e-003	1.947305e-002
1.392741908642392e-004	1.001348e-002	1.947352e-002
1.422741908642392e-004	9.982966e-003	1.947448e-002
1.447027622928106e-004	9.987326e-003	1.947480e-002
1.471313337213820e-004	9.991686e-003	1.947508e-002
1.495599051499534e-004	9.996045e-003	1.947532e-002
1.519884765785249e-004	1.000040e-002	1.947553e-002
1.544170480070963e-004	1.000476e-002	1.947569e-002
1.568456194356677e-004	1.000912e-002	1.947582e-002
1.592741908642391e-004	1.001348e-002	1.947591e-002
1.628456194356677e-004	1.000912e-002	1.947628e-002
1.664170480070962e-004	1.000476e-002	1.947657e-002
1.699884765785248e-004	1.000040e-002	1.947678e-002
1.735599051499534e-004	9.996045e-003	1.947692e-002
1.771313337213819e-004	9.991686e-003	1.947698e-002
1.807027622928105e-004	9.987326e-003	1.947696e-002
1.842741908642391e-004	9.982966e-003	1.947686e-002
1.921313337213819e-004	9.987326e-003	1.947686e-002
1.999884765785247e-004	9.991686e-003	1.947686e-002
2.078456194356676e-004	9.996045e-003	1.947686e-002
2.157027622928104e-004	1.000040e-002	1.947686e-002
2.235599051499533e-004	1.000476e-002	1.947686e-002
2.314170480070961e-004	1.000912e-002	1.947686e-002
2.392741908642389e-004	1.001348e-002	1.947686e-002
9.990000000001001e-004	1.001325e-002	1.947686e-002
1.000000000000100e-003	9.983205e-003	1.945111e-002
1.001000000000100e-003	-9.981967e-003	1.928136e-002
1.002000000000100e-003	-1.002917e-002	1.876065e-002
1.002997037769343e-003	-9.969569e-003	1.773927e-002
1.003997037769343e-003	-1.003609e-002	1.622483e-002
1.004997037769342e-003	-9.966470e-003	1.434419e-002
1.005997037769342e-003	-1.003728e-002	1.223514e-002
1.006997037769342e-003	-9.966470e-003	1.000783e-002
1.007997037769342e-003	-1.003680e-002	7.745238e-003
1.008997037769342e-003	-9.966947e-003	5.506487e-003
1.009997037769342e-003	-1.003633e-002	3.333063e-003
1.010997037769342e-003	-9.967185e-003	1.255007e-003
1.011997037769342e-003	-1.003609e-002	-7.086084e-004
1.012997037769342e-003	-9.967424e-003	-2.546339e-003
1.013997037769342e-003	-1.003609e-002	-4.251985e-003
1.014997037769342e-003	-9.967424e-003	-5.823164e-003
1.015997037769342e-003	-1.003609e-002	-7.262735e-003
1.016997037769341e-003	-9.967424e-003	-8.574514e-003
1.017997037769341e-003	-1.003609e-002	-9.764700e-003
1.018997037769341e-003	-9.967424e-003	-1.083997e-002
1.019997037769341e-003	-1.003633e-002	-1.180890e-002
1.020997037769341e-003	-9.967185e-003	-1.267961e-002
1.021997037769341e-003	-1.003633e-002	-1.346019e-002
1.022997037769341e-003	-9.967185e-003	-1.415875e-002
1.023997037769341e-003	-1.003633e-002	-1.478293e-002
1.024997037769341e-003	-9.967424e-003	-1.534083e-002
1.025997037769341e-003	-1.003609e-002	-1.583865e-002
1.026997037769341e-003	-9.967424e-003	-1.628259e-002
1.027997037769341e-003	-1.003609e-002	-1.667932e-002
1.028997037769340e-003	-9.967424e-003	-1.703313e-002
1.029997037769340e-003	-1.003609e-002	-1.734975e-002
1.030997037769340e-003	-9.967662e-003	-1.763204e-002
1.031997037769340e-003	-1.003585e-002	-1.788571e-002
1.032997037769340e-003	-9.967662e-003	-1.811269e-002
1.033997037769340e-003	-1.003561e-002	-1.831630e-002
1.034997037769340e-003	-9.967900e-003	-1.849940e-002
1.035997037769340e-003	-1.003561e-002	-1.866391e-002
1.036997037769340e-003	-9.968139e-003	-1.881268e-002
1.037997037769340e-003	-1.003537e-002	-1.894715e-002
1.038997037769340e-003	-9.968139e-003	-1.906922e-002
1.039997037769340e-003	-1.003513e-002	-1.917985e-002
1.040997037769339e-003	-9.968377e-003	-1.927999e-002
1.041997037769339e-003	-1.003490e-002	-1.937106e-002
1.042997037769339e-003	-9.968616e-003	-1.945403e-002
1.043997037769339e-003	-1.003466e-002	-1.952985e-002
1.044997037769339e-003	-9.968854e-003	-1.959947e-002
1.045997037769339e-003	-1.003466e-002	-1.966336e-002
1.046997037769339e-003	-9.969093e-003	-1.972154e-002
1.047997037769339e-003	-1.003442e-002	-1.977542e-002
1.048997037769339e-003	-9.969331e-003	-1.982501e-002
1.049997037769339e-003	-1.003418e-002	-1.987031e-002
1.050997037769339e-003	-9.969569e-003	-1.991227e-002
1.051997037769339e-003	-1.003394e-002	-1.995137e-002
1.052997037769338e-003	-9.969808e-003	-1.998761e-002
1.053997037769338e-003	-1.003370e-002	-2.002051e-002
1.054997037769338e-003	-9.970046e-003	-2.005151e-002
1.055997037769338e-003	-1.003347e-002	-2.008012e-002
1.056997037769338e-003	-9.970285e-003	-2.010634e-002
1.057997037769338e-003	-1.003323e-002	-2.013114e-002
1.058997037769338e-003	-9.970523e-003	-2.015403e-002
1.059997037769338e-003	-1.003299e-002	-2.017549e-002
1.060997037769338e-003	-9.970761e-003	-2.019551e-002
1.061997037769338e-003	-1.003275e-002	-2.021363e-002
1.062997037769338e-003	-9.971000e-003	-2.023080e-002
1.063997037769338e-003	-1.003251e-002	-2.024701e-002
1.064997037769337e-003	-9.971238e-003	-2.026227e-002
1.066997037769337e-003	-9.971477e-003	-2.028897e-002
1.068997037769337e-003	-9.971715e-003	-2.031281e-002
1.070997037769337e-003	-9.971954e-003	-2.033284e-002
1.072997037769337e-003	-9.972192e-003	-2.035096e-002
1.074997037769337e-003	-9.972430e-003	-2.036670e-002
1.076997037769336e-003	-9.972669e-003	-2.038053e-002
1.078997037769336e-003	-9.972907e-003	-2.039245e-002
1.080997037769336e-003	-9.973146e-003	-2.040294e-002
1.082997037769336e-003	-9.973146e-003	-2.041200e-002
1.084997037769336e-003	-9.973384e-003	-2.041963e-002
1.086997037769336e-003	-9.973622e-003	-2.042678e-002
1.088997037769335e-003	-9.973861e-003	-2.043298e-002
1.090997037769335e-003	-9.974099e-003	-2.043870e-002
1.092997037769335e-003	-9.974338e-003	-2.044299e-002
1.094997037769335e-003	-9.974576e-003	-2.044728e-002
1.096997037769335e-003	-9.974576e-003	-2.045110e-002
1.098997037769335e-003	-9.974815e-003	-2.045396e-002
1.100997037769334e-003	-9.975053e-003	-2.045682e-002
1.102997037769334e-003	-9.975291e-003	-2.045920e-002
1.104997037769334e-003	-9.975291e-003	-2.046159e-002
1.106997037769334e-003	-9.975530e-003	-2.046350e-002
1.108997037769334e-003	-9.975768e-003	-2.046493e-002
1.110997037769334e-003	-9.976007e-003	-2.046636e-002
1.112997037769333e-003	-9.976007e-003	-2.046779e-002
1.114997037769333e-003	-9.976245e-003	-2.046874e-002
1.117997037769333e-003	-1.002703e-002	-2.047017e-002
1.120997037769333e-003	-9.976722e-003	-2.047160e-002
1.123997037769332e-003	-1.002655e-002	-2.047255e-002
1.126997037769332e-003	-9.977199e-003	-2.047303e-002
1.129997037769332e-003	-1.002607e-002	-2.047399e-002
1.132997037769332e-003	-9.977676e-003	-2.047446e-002
1.135568466340760e-003	-9.992409e-003	-2.047478e-002
1.138139894912188e-003	-1.000228e-002	-2.047507e-002
1.140711323483617e-003	-1.000728e-002	-2.047531e-002
