time	V(vo)	V(vregp)	I(Rl)
1.319673273918453e-003	4.979767e+000	9.500000e+000	9.959534e-002
1.323581002428559e-003	4.980840e+000	9.500000e+000	9.961680e-002
1.327488730938666e-003	4.981809e+000	9.500000e+000	9.963618e-002
1.331396459448773e-003	4.982674e+000	9.500000e+000	9.965348e-002
1.335365315588596e-003	4.983484e+000	9.500000e+000	9.966969e-002
1.339334171728420e-003	4.984238e+000	9.500000e+000	9.968476e-002
1.343303027868243e-003	4.984934e+000	9.500000e+000	9.969868e-002
1.347271884008067e-003	4.985573e+000	9.500000e+000	9.971146e-002
1.351240740147890e-003	4.986154e+000	9.500000e+000	9.972308e-002
1.355209596287714e-003	4.986678e+000	9.500000e+000	9.973357e-002
1.359178452427537e-003	4.987145e+000	9.500000e+000	9.974290e-002
1.363058142516620e-003	4.987568e+000	9.500000e+000	9.975135e-002
1.366937832605702e-003	4.987960e+000	9.500000e+000	9.975921e-002
1.370817522694785e-003	4.988324e+000	9.500000e+000	9.976648e-002
1.374697212783867e-003	4.988658e+000	9.500000e+000	9.977316e-002
1.378576902872949e-003	4.988962e+000	9.500000e+000	9.977925e-002
1.382456592962032e-003	4.989238e+000	9.500000e+000	9.978475e-002
1.386336283051114e-003	4.989483e+000	9.500000e+000	9.978967e-002
1.390286661772439e-003	4.989715e+000	9.500000e+000	9.979430e-002
1.394237040493764e-003	4.989930e+000	9.500000e+000	9.979860e-002
1.398187419215090e-003	4.990129e+000	9.500000e+000	9.980257e-002
1.402137797936415e-003	4.990311e+000	9.500000e+000	9.980622e-002
1.406088176657740e-003	4.990478e+000	9.500000e+000	9.980955e-002
1.410038555379065e-003	4.990628e+000	9.500000e+000	9.981255e-002
1.413988934100391e-003	4.990761e+000	9.500000e+000	9.981522e-002
1.418038555379065e-003	4.990887e+000	9.500000e+000	9.981774e-002
1.422088176657740e-003	4.991005e+000	9.500000e+000	9.982008e-002
1.426137797936415e-003	4.991113e+000	9.500000e+000	9.982225e-002
1.430187419215090e-003	4.991212e+000	9.500000e+000	9.982423e-002
1.434237040493765e-003	4.991302e+000	9.500000e+000	9.982603e-002
1.438286661772439e-003	4.991382e+000	9.500000e+000	9.982765e-002
1.442336283051114e-003	4.991454e+000	9.500000e+000	9.982909e-002
1.446370238077119e-003	4.991520e+000	9.500000e+000	9.983040e-002
1.450404193103125e-003	4.991581e+000	9.500000e+000	9.983163e-002
1.454438148129130e-003	4.991638e+000	9.500000e+000	9.983276e-002
1.458472103155136e-003	4.991690e+000	9.500000e+000	9.983379e-002
1.462506058181141e-003	4.991737e+000	9.500000e+000	9.983474e-002
1.466540013207147e-003	4.991779e+000	9.500000e+000	9.983559e-002
1.470573968233152e-003	4.991817e+000	9.500000e+000	9.983634e-002
1.474537074877270e-003	4.991851e+000	9.500000e+000	9.983702e-002
1.478500181521388e-003	4.991883e+000	9.500000e+000	9.983766e-002
1.482463288165505e-003	4.991912e+000	9.500000e+000	9.983824e-002
1.486426394809623e-003	4.991939e+000	9.500000e+000	9.983878e-002
1.490389501453741e-003	4.991964e+000	9.500000e+000	9.983927e-002
1.494352608097859e-003	4.991986e+000	9.500000e+000	9.983972e-002
1.498315714741976e-003	4.992005e+000	9.500000e+000	9.984011e-002
1.502224229723362e-003	4.992023e+000	9.500000e+000	9.984047e-002
1.506132744704749e-003	4.992040e+000	9.500000e+000	9.984080e-002
1.510041259686135e-003	4.992055e+000	9.500000e+000	9.984111e-002
1.513949774667521e-003	4.992069e+000	9.500000e+000	9.984139e-002
1.517858289648907e-003	4.992082e+000	9.500000e+000	9.984165e-002
1.521766804630293e-003	4.992094e+000	9.500000e+000	9.984188e-002
1.525675319611679e-003	4.992105e+000	9.500000e+000	9.984209e-002
1.529727753935450e-003	4.992115e+000	9.500000e+000	9.984229e-002
1.533780188259220e-003	4.992124e+000	9.500000e+000	9.984248e-002
1.537832622582991e-003	4.992132e+000	9.500000e+000	9.984265e-002
1.541885056906761e-003	4.992140e+000	9.500000e+000	9.984280e-002
1.545937491230532e-003	4.992147e+000	9.500000e+000	9.984295e-002
1.549989925554302e-003	4.992154e+000	9.500000e+000	9.984307e-002
1.554042359878073e-003	4.992159e+000	9.500000e+000	9.984319e-002
1.558235802673892e-003	4.992165e+000	9.500000e+000	9.984330e-002
1.562429245469711e-003	4.992170e+000	9.500000e+000	9.984340e-002
1.566622688265530e-003	4.992174e+000	9.500000e+000	9.984349e-002
1.570816131061349e-003	4.992179e+000	9.500000e+000	9.984357e-002
1.575009573857168e-003	4.992182e+000	9.500000e+000	9.984365e-002
1.579203016652987e-003	4.992186e+000	9.500000e+000	9.984372e-002
1.583396459448806e-003	4.992189e+000	9.500000e+000	9.984378e-002
1.587766812970461e-003	4.992192e+000	9.500000e+000	9.984383e-002
1.592137166492116e-003	4.992194e+000	9.500000e+000	9.984389e-002
1.596507520013771e-003	4.992197e+000	9.500000e+000	9.984393e-002
1.600877873535426e-003	4.992199e+000	9.500000e+000	9.984398e-002
1.605248227057081e-003	4.992201e+000	9.500000e+000	9.984402e-002
1.609618580578736e-003	4.992203e+000	9.500000e+000	9.984405e-002
1.613988934100391e-003	4.992204e+000	9.500000e+000	9.984408e-002
1.616190009150164e-003	4.992205e+000	9.500000e+000	9.984410e-002
1.618391084199938e-003	4.992206e+000	9.500000e+000	9.984411e-002
1.620592159249711e-003	4.992206e+000	9.500000e+000	9.984413e-002
1.622793234299485e-003	4.992207e+000	9.500000e+000	9.984414e-002
1.624994309349259e-003	4.992208e+000	9.500000e+000	9.984416e-002
1.627195384399032e-003	4.992208e+000	9.500000e+000	9.984417e-002
1.629396459448806e-003	4.992209e+000	9.500000e+000	9.984418e-002
1.634079601302911e-003	4.992210e+000	9.500000e+000	9.984420e-002
1.638762743157016e-003	4.992211e+000	9.500000e+000	9.984422e-002
1.643445885011122e-003	4.992212e+000	9.500000e+000	9.984424e-002
1.648129026865227e-003	4.992213e+000	9.500000e+000	9.984425e-002
1.652812168719333e-003	4.992213e+000	9.500000e+000	9.984427e-002
1.657495310573438e-003	4.992214e+000	9.500000e+000	9.984428e-002
1.662178452427543e-003	4.992215e+000	9.500000e+000	9.984429e-002
1.666731572565400e-003	4.992215e+000	9.500000e+000	9.984430e-002
1.671284692703256e-003	4.992216e+000	9.500000e+000	9.984431e-002
1.675837812841113e-003	4.992216e+000	9.500000e+000	9.984432e-002
1.680390932978970e-003	4.992216e+000	9.500000e+000	9.984433e-002
1.684944053116826e-003	4.992217e+000	9.500000e+000	9.984433e-002
1.689497173254683e-003	4.992217e+000	9.500000e+000	9.984434e-002
1.694050293392539e-003	4.992217e+000	9.500000e+000	9.984434e-002
1.697042454236482e-003	4.992217e+000	9.500000e+000	9.984435e-002
1.700034615080425e-003	4.992218e+000	9.500000e+000	9.984435e-002
1.703026775924367e-003	4.992218e+000	9.500000e+000	9.984436e-002
