time	V(vo)	V(vregp)
Step Information: Cx=1n  (Run: 1/3)
1.101395420664729e-003	3.929293e+000	9.500000e+000
1.102395420664729e-003	3.974660e+000	9.500000e+000
1.103395420664729e-003	4.020020e+000	9.500000e+000
1.104073009221754e-003	4.050751e+000	9.500000e+000
1.104406147352291e-003	4.065857e+000	9.500000e+000
1.104751648524565e-003	4.081521e+000	9.500000e+000
1.105207534089511e-003	4.102184e+000	9.500000e+000
1.105637839239355e-003	4.121680e+000	9.500000e+000
1.106335928812212e-003	4.153277e+000	9.500000e+000
1.107335928812212e-003	4.198440e+000	9.500000e+000
1.108335928812212e-003	4.243366e+000	9.500000e+000
1.109335928812212e-003	4.287764e+000	9.500000e+000
1.110335928812212e-003	4.331084e+000	9.500000e+000
1.111335928812212e-003	4.372427e+000	9.500000e+000
1.112335928812212e-003	4.410604e+000	9.500000e+000
1.113335928812211e-003	4.444809e+000	9.500000e+000
1.114050156904934e-003	4.466474e+000	9.500000e+000
1.114389020152943e-003	4.475639e+000	9.500000e+000
1.114730955236031e-003	4.484005e+000	9.500000e+000
1.115199799838076e-003	4.494497e+000	9.500000e+000
1.115625255359609e-003	4.503018e+000	9.500000e+000
1.116315593366613e-003	4.514967e+000	9.500000e+000
1.117315593366613e-003	4.529687e+000	9.500000e+000
1.118315593366613e-003	4.542331e+000	9.500000e+000
1.119315593366612e-003	4.553985e+000	9.500000e+000
1.120315593366612e-003	4.565985e+000	9.500000e+000
1.121315593366612e-003	4.579332e+000	9.500000e+000
1.122315593366612e-003	4.594462e+000	9.500000e+000
1.123315593366612e-003	4.611158e+000	9.500000e+000
1.124042313009367e-003	4.624007e+000	9.500000e+000
1.124383145658580e-003	4.630184e+000	9.500000e+000
1.124723864770245e-003	4.636377e+000	9.500000e+000
1.125147657403749e-003	4.644017e+000	9.500000e+000
1.125540400017141e-003	4.650951e+000	9.500000e+000
1.126178314634021e-003	4.661724e+000	9.500000e+000
1.127178314634021e-003	4.677414e+000	9.500000e+000
1.128178314634021e-003	4.691494e+000	9.500000e+000
1.129178314634021e-003	4.703781e+000	9.500000e+000
1.130178314634021e-003	4.714442e+000	9.500000e+000
1.131178314634021e-003	4.723817e+000	9.500000e+000
1.132178314634020e-003	4.732345e+000	9.500000e+000
1.133178314634020e-003	4.740478e+000	9.500000e+000
1.133988880016928e-003	4.747028e+000	9.500000e+000
1.134343188242182e-003	4.749937e+000	9.500000e+000
1.134675736653666e-003	4.752726e+000	9.500000e+000
1.134995316562748e-003	4.755458e+000	9.500000e+000
1.135298259252099e-003	4.758108e+000	9.500000e+000
1.135785386960558e-003	4.762494e+000	9.500000e+000
1.136573868339577e-003	4.769830e+000	9.500000e+000
1.137573868339577e-003	4.779397e+000	9.500000e+000
1.138573868339577e-003	4.789051e+000	9.500000e+000
1.139573868339577e-003	4.798517e+000	9.500000e+000
1.140573868339577e-003	4.807509e+000	9.500000e+000
1.141573868339577e-003	4.815816e+000	9.500000e+000
1.142573868339577e-003	4.823324e+000	9.500000e+000
1.143573868339576e-003	4.830102e+000	9.500000e+000
1.144140815714539e-003	4.833625e+000	9.500000e+000
1.144457072812692e-003	4.835464e+000	9.500000e+000
1.144813354559574e-003	4.837443e+000	9.500000e+000
1.145230560158280e-003	4.839676e+000	9.500000e+000
1.145675298739245e-003	4.841961e+000	9.500000e+000
1.146396425755869e-003	4.845521e+000	9.500000e+000
1.147396425755869e-003	4.850316e+000	9.500000e+000
1.148396425755869e-003	4.855071e+000	9.500000e+000
1.149396425755869e-003	4.859902e+000	9.500000e+000
1.150396425755868e-003	4.864889e+000	9.500000e+000
1.151396425755868e-003	4.870041e+000	9.500000e+000
1.152396425755868e-003	4.875307e+000	9.500000e+000
1.153396425755868e-003	4.880596e+000	9.500000e+000
1.154073394133484e-003	4.884142e+000	9.500000e+000
1.154406435991348e-003	4.885856e+000	9.500000e+000
1.154751997525432e-003	4.887596e+000	9.500000e+000
1.155207664472827e-003	4.889836e+000	9.500000e+000
1.155638051370756e-003	4.891879e+000	9.500000e+000
1.156336271561818e-003	4.895018e+000	9.500000e+000
1.157336271561817e-003	4.899189e+000	9.500000e+000
1.158336271561817e-003	4.902975e+000	9.500000e+000
1.159336271561817e-003	4.906369e+000	9.500000e+000
1.160336271561817e-003	4.909429e+000	9.500000e+000
1.161336271561817e-003	4.912233e+000	9.500000e+000
1.162336271561817e-003	4.914872e+000	9.500000e+000
1.163336271561817e-003	4.917432e+000	9.500000e+000
1.164050288965814e-003	4.919250e+000	9.500000e+000
1.164389119075642e-003	4.920118e+000	9.500000e+000
1.164731074666517e-003	4.921005e+000	9.500000e+000
1.165199844495944e-003	4.922236e+000	9.500000e+000
1.165625328021574e-003	4.923374e+000	9.500000e+000
1.166315710805375e-003	4.925260e+000	9.500000e+000
1.167315710805375e-003	4.928051e+000	9.500000e+000
1.168315710805375e-003	4.930882e+000	9.500000e+000
1.169315710805374e-003	4.933707e+000	9.500000e+000
1.170315710805374e-003	4.936463e+000	9.500000e+000
1.171315710805374e-003	4.939088e+000	9.500000e+000
1.172315710805374e-003	4.941533e+000	9.500000e+000
1.173315710805374e-003	4.943779e+000	9.500000e+000
1.174042358357976e-003	4.945284e+000	9.500000e+000
1.174383179614946e-003	4.945942e+000	9.500000e+000
1.174723905744657e-003	4.946566e+000	9.500000e+000
1.175147707989448e-003	4.947308e+000	9.500000e+000
1.175540482352570e-003	4.947960e+000	9.500000e+000
1.176178447958468e-003	4.948953e+000	9.500000e+000
1.177178447958468e-003	4.950403e+000	9.500000e+000
1.178178447958468e-003	4.951761e+000	9.500000e+000
1.179178447958468e-003	4.953060e+000	9.500000e+000
1.180178447958468e-003	4.954347e+000	9.500000e+000
1.181178447958467e-003	4.955658e+000	9.500000e+000
1.182178447958467e-003	4.957017e+000	9.500000e+000
1.183178447958467e-003	4.958430e+000	9.500000e+000
1.183988932346310e-003	4.959610e+000	9.500000e+000
1.184343227322259e-003	4.960136e+000	9.500000e+000
1.184995415968062e-003	4.961114e+000	9.500000e+000
1.185298296199279e-003	4.961570e+000	9.500000e+000
1.185785447020486e-003	4.962298e+000	9.500000e+000
1.186573964993313e-003	4.963456e+000	9.500000e+000
1.187573964993313e-003	4.964871e+000	9.500000e+000
1.188573964993313e-003	4.966201e+000	9.500000e+000
1.189573964993312e-003	4.967418e+000	9.500000e+000
1.190573964993312e-003	4.968510e+000	9.500000e+000
1.191573964993312e-003	4.969474e+000	9.500000e+000
1.192573964993312e-003	4.970319e+000	9.500000e+000
1.193573964993312e-003	4.971072e+000	9.500000e+000
1.194140852182203e-003	4.971463e+000	9.500000e+000
1.194457100242943e-003	4.971670e+000	9.500000e+000
1.194813387865685e-003	4.971894e+000	9.500000e+000
1.195230572573503e-003	4.972152e+000	9.500000e+000
1.195675318934727e-003	4.972422e+000	9.500000e+000
1.196396458356049e-003	4.972858e+000	9.500000e+000
1.197396458356049e-003	4.973473e+000	9.500000e+000
1.198396458356049e-003	4.974113e+000	9.500000e+000
1.199396458356049e-003	4.974792e+000	9.500000e+000
1.200396458356049e-003	4.975512e+000	9.500000e+000
1.201396458356049e-003	4.976267e+000	9.500000e+000
1.202396458356049e-003	4.977044e+000	9.500000e+000
1.203396458356049e-003	4.977826e+000	9.500000e+000
1.204073406617485e-003	4.978349e+000	9.500000e+000
1.204406445352985e-003	4.978601e+000	9.500000e+000
1.204752008844972e-003	4.978857e+000	9.500000e+000
1.205207668701666e-003	4.979184e+000	9.500000e+000
1.205638058250999e-003	4.979481e+000	9.500000e+000
1.206336282678485e-003	4.979932e+000	9.500000e+000
1.207336282678485e-003	4.980519e+000	9.500000e+000
1.208336282678485e-003	4.981037e+000	9.500000e+000
1.209336282678484e-003	4.981480e+000	9.500000e+000
1.210336282678484e-003	4.981856e+000	9.500000e+000
1.211336282678484e-003	4.982181e+000	9.500000e+000
1.212336282678484e-003	4.982469e+000	9.500000e+000
1.213336282678484e-003	4.982740e+000	9.500000e+000
1.214050293248968e-003	4.982931e+000	9.500000e+000
1.214389122284029e-003	4.983022e+000	9.500000e+000
1.214731078540056e-003	4.983118e+000	9.500000e+000
1.215199845944348e-003	4.983252e+000	9.500000e+000
1.215625330378244e-003	4.983380e+000	9.500000e+000
1.216315714614302e-003	4.983602e+000	9.500000e+000
1.217315714614302e-003	4.983947e+000	9.500000e+000
1.218315714614302e-003	4.984320e+000	9.500000e+000
1.219315714614302e-003	4.984717e+000	9.500000e+000
1.220315714614302e-003	4.985128e+000	9.500000e+000
1.221315714614302e-003	4.985538e+000	9.500000e+000
1.222315714614301e-003	4.985934e+000	9.500000e+000
1.223315714614301e-003	4.986306e+000	9.500000e+000
1.224042359828772e-003	4.986556e+000	9.500000e+000
1.224383180716258e-003	4.986664e+000	9.500000e+000
1.224723907073587e-003	4.986766e+000	9.500000e+000
1.225147709630103e-003	4.986885e+000	9.500000e+000
1.225540485022969e-003	4.986986e+000	9.500000e+000
1.226178452282599e-003	4.987132e+000	9.500000e+000
1.227178452282599e-003	4.987328e+000	9.500000e+000
1.228178452282599e-003	4.987490e+000	9.500000e+000
1.229178452282599e-003	4.987622e+000	9.500000e+000
1.230178452282599e-003	4.987737e+000	9.500000e+000
1.231178452282598e-003	4.987845e+000	9.500000e+000
1.232178452282598e-003	4.987958e+000	9.500000e+000
1.233178452282598e-003	4.988084e+000	9.500000e+000
1.233988934043502e-003	4.988199e+000	9.500000e+000
1.234343228589739e-003	4.988255e+000	9.500000e+000
1.234675785161701e-003	4.988310e+000	9.500000e+000
1.234995419192070e-003	4.988366e+000	9.500000e+000
1.235298297397585e-003	4.988422e+000	9.500000e+000
1.235785448968406e-003	4.988516e+000	9.500000e+000
1.236573968128075e-003	4.988678e+000	9.500000e+000
1.237573968128075e-003	4.988894e+000	9.500000e+000
1.238573968128075e-003	4.989116e+000	9.500000e+000
1.239573968128075e-003	4.989334e+000	9.500000e+000
1.240573968128075e-003	4.989540e+000	9.500000e+000
1.241573968128075e-003	4.989726e+000	9.500000e+000
1.242573968128075e-003	4.989885e+000	9.500000e+000
1.243573968128075e-003	4.990019e+000	9.500000e+000
1.244140853364952e-003	4.990082e+000	9.500000e+000
1.244457101132584e-003	4.990113e+000	9.500000e+000
1.244813388945897e-003	4.990143e+000	9.500000e+000
1.245230572976164e-003	4.990174e+000	9.500000e+000
1.245675319589724e-003	4.990202e+000	9.500000e+000
1.246396459413366e-003	4.990239e+000	9.500000e+000
1.247396459413366e-003	4.990281e+000	9.500000e+000
1.248396459413366e-003	4.990317e+000	9.500000e+000
1.249396459413366e-003	4.990355e+000	9.500000e+000
1.250396459413365e-003	4.990399e+000	9.500000e+000
1.251396459413365e-003	4.990458e+000	9.500000e+000
1.252396459413365e-003	4.990531e+000	9.500000e+000
1.253396459413365e-003	4.990621e+000	9.500000e+000
1.254073407022376e-003	4.990690e+000	9.500000e+000
1.254406445656609e-003	4.990727e+000	9.500000e+000
1.254752009212097e-003	4.990767e+000	9.500000e+000
1.255207668838819e-003	4.990821e+000	9.500000e+000
1.255638058474145e-003	4.990873e+000	9.500000e+000
1.256336283039030e-003	4.990959e+000	9.500000e+000
1.257336283039030e-003	4.991080e+000	9.500000e+000
1.258336283039030e-003	4.991194e+000	9.500000e+000
1.259336283039030e-003	4.991295e+000	9.500000e+000
1.260336283039030e-003	4.991380e+000	9.500000e+000
1.261336283039030e-003	4.991447e+000	9.500000e+000
1.262336283039030e-003	4.991495e+000	9.500000e+000
1.263336283039029e-003	4.991526e+000	9.500000e+000
1.264050293387883e-003	4.991541e+000	9.500000e+000
1.264389122388087e-003	4.991545e+000	9.500000e+000
1.264731078665686e-003	4.991549e+000	9.500000e+000
1.265199845991324e-003	4.991551e+000	9.500000e+000
1.265625330454677e-003	4.991553e+000	9.500000e+000
1.266315714737836e-003	4.991557e+000	9.500000e+000
1.267315714737836e-003	4.991564e+000	9.500000e+000
1.268315714737836e-003	4.991578e+000	9.500000e+000
1.269315714737836e-003	4.991601e+000	9.500000e+000
1.270315714737836e-003	4.991636e+000	9.500000e+000
1.271315714737836e-003	4.991683e+000	9.500000e+000
1.272315714737836e-003	4.991740e+000	9.500000e+000
1.273315714737835e-003	4.991805e+000	9.500000e+000
1.274042359876474e-003	4.991855e+000	9.500000e+000
1.274383180751976e-003	4.991879e+000	9.500000e+000
1.274723907116688e-003	4.991902e+000	9.500000e+000
1.275147709683313e-003	4.991932e+000	9.500000e+000
1.275540485109577e-003	4.991958e+000	9.500000e+000
1.276178452422842e-003	4.991998e+000	9.500000e+000
1.277178452422842e-003	4.992054e+000	9.500000e+000
1.278178452422841e-003	4.992100e+000	9.500000e+000
1.279178452422841e-003	4.992134e+000	9.500000e+000
1.280178452422841e-003	4.992156e+000	9.500000e+000
1.281178452422841e-003	4.992167e+000	9.500000e+000
1.282178452422841e-003	4.992169e+000	9.500000e+000
1.283178452422841e-003	4.992166e+000	9.500000e+000
1.283988934098546e-003	4.992161e+000	9.500000e+000
1.284343228630847e-003	4.992158e+000	9.500000e+000
1.284675785211123e-003	4.992157e+000	9.500000e+000
1.284995419296633e-003	4.992155e+000	9.500000e+000
1.285298297436449e-003	4.992154e+000	9.500000e+000
1.285785449031583e-003	4.992154e+000	9.500000e+000
1.286573968229744e-003	4.992158e+000	9.500000e+000
1.287573968229744e-003	4.992169e+000	9.500000e+000
1.288573968229744e-003	4.992188e+000	9.500000e+000
1.289573968229744e-003	4.992216e+000	9.500000e+000
1.290573968229744e-003	4.992249e+000	9.500000e+000
1.291573968229743e-003	4.992288e+000	9.500000e+000
1.292573968229743e-003	4.992328e+000	9.500000e+000
1.293573968229743e-003	4.992368e+000	9.500000e+000
1.294140853403311e-003	4.992389e+000	9.500000e+000
1.294457101161438e-003	4.992400e+000	9.500000e+000
1.294813388980931e-003	4.992412e+000	9.500000e+000
1.295230572989223e-003	4.992424e+000	9.500000e+000
1.295675319610967e-003	4.992436e+000	9.500000e+000
1.296396459447657e-003	4.992451e+000	9.500000e+000
1.297396459447657e-003	4.992465e+000	9.500000e+000
1.298396459447656e-003	4.992471e+000	9.500000e+000
1.299396459447656e-003	4.992472e+000	9.500000e+000
1.300396459447656e-003	4.992466e+000	9.500000e+000
1.301396459447656e-003	4.992459e+000	9.500000e+000
1.302396459447656e-003	4.992451e+000	9.500000e+000
1.303396459447656e-003	4.992444e+000	9.500000e+000
1.304073407035507e-003	4.992441e+000	9.500000e+000
1.304406445666456e-003	4.992441e+000	9.500000e+000
1.304752009224003e-003	4.992441e+000	9.500000e+000
1.305207668843267e-003	4.992443e+000	9.500000e+000
1.305638058481382e-003	4.992446e+000	9.500000e+000
1.306336283050723e-003	4.992453e+000	9.500000e+000
1.307336283050723e-003	4.992468e+000	9.500000e+000
1.308336283050723e-003	4.992487e+000	9.500000e+000
1.309336283050723e-003	4.992509e+000	9.500000e+000
1.310336283050723e-003	4.992533e+000	9.500000e+000
1.311336283050723e-003	4.992557e+000	9.500000e+000
1.312336283050723e-003	4.992578e+000	9.500000e+000
1.313336283050722e-003	4.992596e+000	9.500000e+000
1.314050293392389e-003	4.992606e+000	9.500000e+000
1.314389122391461e-003	4.992610e+000	9.500000e+000
1.314731078669761e-003	4.992613e+000	9.500000e+000
1.315199845992847e-003	4.992616e+000	9.500000e+000
1.315625330457156e-003	4.992617e+000	9.500000e+000
1.316315714741842e-003	4.992617e+000	9.500000e+000
1.317315714741842e-003	4.992614e+000	9.500000e+000
1.318315714741842e-003	4.992609e+000	9.500000e+000
1.319315714741842e-003	4.992601e+000	9.500000e+000
1.320315714741842e-003	4.992594e+000	9.500000e+000
1.321315714741842e-003	4.992588e+000	9.500000e+000
1.322315714741842e-003	4.992584e+000	9.500000e+000
1.323315714741842e-003	4.992584e+000	9.500000e+000
1.324042359878021e-003	4.992586e+000	9.500000e+000
1.324383180753134e-003	4.992588e+000	9.500000e+000
1.324723907118085e-003	4.992590e+000	9.500000e+000
1.325147709685039e-003	4.992594e+000	9.500000e+000
1.325540485112386e-003	4.992599e+000	9.500000e+000
1.326178452427389e-003	4.992607e+000	9.500000e+000
1.327178452427389e-003	4.992620e+000	9.500000e+000
1.328178452427389e-003	4.992635e+000	9.500000e+000
1.329178452427389e-003	4.992649e+000	9.500000e+000
1.330178452427389e-003	4.992662e+000	9.500000e+000
1.331178452427389e-003	4.992673e+000	9.500000e+000
1.332178452427389e-003	4.992681e+000	9.500000e+000
1.333178452427389e-003	4.992684e+000	9.500000e+000
1.333988934100331e-003	4.992685e+000	9.500000e+000
1.334343228632180e-003	4.992685e+000	9.500000e+000
1.334675785212726e-003	4.992684e+000	9.500000e+000
1.334995419300024e-003	4.992683e+000	9.500000e+000
1.335298297437709e-003	4.992682e+000	9.500000e+000
1.335785449033631e-003	4.992679e+000	9.500000e+000
1.336573968233041e-003	4.992674e+000	9.500000e+000
1.337573968233041e-003	4.992668e+000	9.500000e+000
1.338573968233040e-003	4.992662e+000	9.500000e+000
1.339573968233040e-003	4.992657e+000	9.500000e+000
1.340573968233040e-003	4.992655e+000	9.500000e+000
1.341573968233040e-003	4.992655e+000	9.500000e+000
1.342573968233040e-003	4.992658e+000	9.500000e+000
1.343573968233040e-003	4.992663e+000	9.500000e+000
1.344140853404555e-003	4.992667e+000	9.500000e+000
1.344457101162373e-003	4.992670e+000	9.500000e+000
1.344813388982068e-003	4.992673e+000	9.500000e+000
1.345230572989646e-003	4.992677e+000	9.500000e+000
1.345675319611656e-003	4.992681e+000	9.500000e+000
1.346396459448769e-003	4.992688e+000	9.500000e+000
1.347396459448769e-003	4.992697e+000	9.500000e+000
1.348396459448769e-003	4.992705e+000	9.500000e+000
1.349396459448769e-003	4.992711e+000	9.500000e+000
1.350396459448769e-003	4.992714e+000	9.500000e+000
1.351396459448769e-003	4.992715e+000	9.500000e+000
1.352396459448768e-003	4.992714e+000	9.500000e+000
1.353396459448768e-003	4.992711e+000	9.500000e+000
1.354073407035933e-003	4.992708e+000	9.500000e+000
1.354406445666776e-003	4.992707e+000	9.500000e+000
1.354752009224389e-003	4.992705e+000	9.500000e+000
1.355207668843411e-003	4.992703e+000	9.500000e+000
1.355638058481616e-003	4.992701e+000	9.500000e+000
1.356336283051102e-003	4.992697e+000	9.500000e+000
1.357336283051102e-003	4.992694e+000	9.500000e+000
1.358336283051102e-003	4.992692e+000	9.500000e+000
1.359336283051102e-003	4.992691e+000	9.500000e+000
1.360336283051102e-003	4.992692e+000	9.500000e+000
1.361336283051102e-003	4.992695e+000	9.500000e+000
1.362336283051102e-003	4.992700e+000	9.500000e+000
1.363336283051101e-003	4.992706e+000	9.500000e+000
1.364050293392535e-003	4.992710e+000	9.500000e+000
1.364389122391571e-003	4.992712e+000	9.500000e+000
1.364731078669893e-003	4.992714e+000	9.500000e+000
1.365199845992897e-003	4.992717e+000	9.500000e+000
1.365625330457237e-003	4.992719e+000	9.500000e+000
1.366315714741973e-003	4.992723e+000	9.500000e+000
1.367315714741973e-003	4.992726e+000	9.500000e+000
1.368315714741973e-003	4.992728e+000	9.500000e+000
1.369315714741973e-003	4.992728e+000	9.500000e+000
1.370315714741972e-003	4.992727e+000	9.500000e+000
1.371315714741972e-003	4.992725e+000	9.500000e+000
1.372315714741972e-003	4.992722e+000	9.500000e+000
1.373315714741972e-003	4.992718e+000	9.500000e+000
1.374042359878071e-003	4.992715e+000	9.500000e+000
1.374383180753172e-003	4.992714e+000	9.500000e+000
1.374723907118131e-003	4.992713e+000	9.500000e+000
1.375147709685095e-003	4.992712e+000	9.500000e+000
1.375540485112478e-003	4.992711e+000	9.500000e+000
1.376178452427538e-003	4.992710e+000	9.500000e+000
1.377178452427538e-003	4.992710e+000	9.500000e+000
1.378178452427538e-003	4.992711e+000	9.500000e+000
1.379178452427538e-003	4.992712e+000	9.500000e+000
1.380178452427538e-003	4.992715e+000	9.500000e+000
1.381178452427538e-003	4.992719e+000	9.500000e+000
1.382178452427538e-003	4.992723e+000	9.500000e+000
1.383178452427538e-003	4.992727e+000	9.500000e+000
1.383988934100389e-003	4.992729e+000	9.500000e+000
1.384343228632224e-003	4.992731e+000	9.500000e+000
1.384675785212779e-003	4.992731e+000	9.500000e+000
1.384995419300136e-003	4.992732e+000	9.500000e+000
1.385298297437751e-003	4.992733e+000	9.500000e+000
1.385785449033699e-003	4.992733e+000	9.500000e+000
1.386573968233149e-003	4.992734e+000	9.500000e+000
1.387573968233149e-003	4.992733e+000	9.500000e+000
1.388573968233149e-003	4.992732e+000	9.500000e+000
1.389573968233149e-003	4.992730e+000	9.500000e+000
1.390573968233149e-003	4.992728e+000	9.500000e+000
1.391573968233149e-003	4.992725e+000	9.500000e+000
1.392573968233148e-003	4.992723e+000	9.500000e+000
1.393573968233148e-003	4.992721e+000	9.500000e+000
1.394140853404596e-003	4.992720e+000	9.500000e+000
1.394457101162404e-003	4.992720e+000	9.500000e+000
1.394813388982105e-003	4.992720e+000	9.500000e+000
1.395230572989660e-003	4.992720e+000	9.500000e+000
1.395675319611679e-003	4.992720e+000	9.500000e+000
1.396396459448806e-003	4.992721e+000	9.500000e+000
1.397396459448806e-003	4.992722e+000	9.500000e+000
1.398396459448806e-003	4.992724e+000	9.500000e+000
1.399396459448806e-003	4.992727e+000	9.500000e+000
1.400396459448806e-003	4.992729e+000	9.500000e+000
1.401396459448806e-003	4.992732e+000	9.500000e+000
1.402396459448805e-003	4.992733e+000	9.500000e+000
1.403396459448805e-003	4.992735e+000	9.500000e+000
1.404073407035947e-003	4.992735e+000	9.500000e+000
1.404406445666786e-003	4.992735e+000	9.500000e+000
1.404752009224402e-003	4.992735e+000	9.500000e+000
1.405207668843416e-003	4.992735e+000	9.500000e+000
1.405638058481624e-003	4.992735e+000	9.500000e+000
1.406336283051114e-003	4.992734e+000	9.500000e+000
1.407336283051114e-003	4.992733e+000	9.500000e+000
1.408336283051114e-003	4.992731e+000	9.500000e+000
1.409336283051114e-003	4.992730e+000	9.500000e+000
1.410336283051114e-003	4.992728e+000	9.500000e+000
1.411336283051114e-003	4.992726e+000	9.500000e+000
1.412336283051114e-003	4.992726e+000	9.500000e+000
1.413336283051114e-003	4.992725e+000	9.500000e+000
1.414050293392539e-003	4.992726e+000	9.500000e+000
1.414389122391574e-003	4.992726e+000	9.500000e+000
1.414731078669897e-003	4.992726e+000	9.500000e+000
1.415199845992899e-003	4.992727e+000	9.500000e+000
1.415625330457239e-003	4.992727e+000	9.500000e+000
1.416315714741977e-003	4.992728e+000	9.500000e+000
1.417315714741977e-003	4.992730e+000	9.500000e+000
1.418315714741977e-003	4.992732e+000	9.500000e+000
1.419315714741977e-003	4.992733e+000	9.500000e+000
1.420315714741977e-003	4.992734e+000	9.500000e+000
1.421315714741977e-003	4.992735e+000	9.500000e+000
1.422315714741977e-003	4.992736e+000	9.500000e+000
1.423315714741976e-003	4.992735e+000	9.500000e+000
1.424042359878073e-003	4.992735e+000	9.500000e+000
1.424383180753174e-003	4.992735e+000	9.500000e+000
1.424723907118133e-003	4.992734e+000	9.500000e+000
1.425147709685097e-003	4.992734e+000	9.500000e+000
1.425540485112480e-003	4.992733e+000	9.500000e+000
1.426178452427543e-003	4.992733e+000	9.500000e+000
1.427178452427543e-003	4.992732e+000	9.500000e+000
1.428178452427543e-003	4.992730e+000	9.500000e+000
1.429178452427543e-003	4.992729e+000	9.500000e+000
1.430178452427543e-003	4.992729e+000	9.500000e+000
1.431178452427542e-003	4.992729e+000	9.500000e+000
1.432178452427542e-003	4.992729e+000	9.500000e+000
1.433178452427542e-003	4.992730e+000	9.500000e+000
1.433988934100391e-003	4.992730e+000	9.500000e+000
1.434343228632225e-003	4.992731e+000	9.500000e+000
1.434675785212780e-003	4.992731e+000	9.500000e+000
1.434995419300139e-003	4.992732e+000	9.500000e+000
1.435298297437752e-003	4.992732e+000	9.500000e+000
1.435785449033701e-003	4.992732e+000	9.500000e+000
1.436573968233152e-003	4.992733e+000	9.500000e+000
1.437573968233152e-003	4.992734e+000	9.500000e+000
1.438573968233152e-003	4.992735e+000	9.500000e+000
1.439573968233152e-003	4.992735e+000	9.500000e+000
1.440573968233152e-003	4.992735e+000	9.500000e+000
1.441573968233152e-003	4.992735e+000	9.500000e+000
1.442573968233152e-003	4.992734e+000	9.500000e+000
1.443573968233152e-003	4.992734e+000	9.500000e+000
1.444140853404597e-003	4.992733e+000	9.500000e+000
1.444457101162405e-003	4.992733e+000	9.500000e+000
1.444813388982106e-003	4.992733e+000	9.500000e+000
1.445230572989661e-003	4.992733e+000	9.500000e+000
1.445675319611680e-003	4.992732e+000	9.500000e+000
1.446396459448807e-003	4.992732e+000	9.500000e+000
1.447396459448807e-003	4.992731e+000	9.500000e+000
1.448396459448807e-003	4.992731e+000	9.500000e+000
1.449396459448806e-003	4.992731e+000	9.500000e+000
1.450396459448806e-003	4.992731e+000	9.500000e+000
1.451396459448806e-003	4.992731e+000	9.500000e+000
1.452396459448806e-003	4.992732e+000	9.500000e+000
1.453396459448806e-003	4.992733e+000	9.500000e+000
1.454073407035948e-003	4.992733e+000	9.500000e+000
1.454406445666787e-003	4.992733e+000	9.500000e+000
1.454752009224402e-003	4.992734e+000	9.500000e+000
1.455207668843416e-003	4.992734e+000	9.500000e+000
1.455638058481625e-003	4.992734e+000	9.500000e+000
1.456336283051115e-003	4.992734e+000	9.500000e+000
1.457336283051115e-003	4.992735e+000	9.500000e+000
1.458336283051115e-003	4.992735e+000	9.500000e+000
1.459336283051115e-003	4.992735e+000	9.500000e+000
1.460336283051115e-003	4.992734e+000	9.500000e+000
1.461336283051115e-003	4.992734e+000	9.500000e+000
1.462336283051115e-003	4.992733e+000	9.500000e+000
1.463336283051115e-003	4.992733e+000	9.500000e+000
1.464050293392540e-003	4.992733e+000	9.500000e+000
1.464389122391575e-003	4.992732e+000	9.500000e+000
1.464731078669898e-003	4.992732e+000	9.500000e+000
1.465199845992899e-003	4.992732e+000	9.500000e+000
1.465625330457239e-003	4.992732e+000	9.500000e+000
1.466315714741977e-003	4.992732e+000	9.500000e+000
1.467315714741977e-003	4.992732e+000	9.500000e+000
1.468315714741977e-003	4.992732e+000	9.500000e+000
1.469315714741977e-003	4.992732e+000	9.500000e+000
1.470315714741977e-003	4.992733e+000	9.500000e+000
1.471315714741977e-003	4.992733e+000	9.500000e+000
1.472315714741977e-003	4.992733e+000	9.500000e+000
1.473315714741977e-003	4.992734e+000	9.500000e+000
1.474042359878073e-003	4.992734e+000	9.500000e+000
1.474383180753174e-003	4.992734e+000	9.500000e+000
1.474723907118133e-003	4.992734e+000	9.500000e+000
1.475540485112481e-003	4.992734e+000	9.500000e+000
1.476178452427544e-003	4.992735e+000	9.500000e+000
1.477178452427544e-003	4.992734e+000	9.500000e+000
1.478178452427544e-003	4.992734e+000	9.500000e+000
1.479178452427543e-003	4.992734e+000	9.500000e+000
1.480178452427543e-003	4.992733e+000	9.500000e+000
1.481178452427543e-003	4.992733e+000	9.500000e+000
1.482178452427543e-003	4.992733e+000	9.500000e+000
1.483178452427543e-003	4.992733e+000	9.500000e+000
1.483988934100392e-003	4.992733e+000	9.500000e+000
1.484343228632225e-003	4.992733e+000	9.500000e+000
1.485298297437752e-003	4.992733e+000	9.500000e+000
1.485785449033701e-003	4.992733e+000	9.500000e+000
1.486573968233153e-003	4.992733e+000	9.500000e+000
1.487573968233153e-003	4.992733e+000	9.500000e+000
1.488573968233153e-003	4.992733e+000	9.500000e+000
1.489573968233152e-003	4.992733e+000	9.500000e+000
1.490573968233152e-003	4.992734e+000	9.500000e+000
1.491573968233152e-003	4.992734e+000	9.500000e+000
1.492573968233152e-003	4.992734e+000	9.500000e+000
1.493573968233152e-003	4.992734e+000	9.500000e+000
1.494140853404597e-003	4.992734e+000	9.500000e+000
1.494813388982106e-003	4.992734e+000	9.500000e+000
1.495230572989661e-003	4.992734e+000	9.500000e+000
