time	V(vo)	V(vregp)	I(Rl)
1.296672113827756e-003	2.582891e+000	9.500000e+000	5.165782e-002
1.297548698477667e-003	2.589111e+000	9.500000e+000	5.178222e-002
1.298425283127577e-003	2.595330e+000	9.500000e+000	5.190659e-002
1.299301867777488e-003	2.601546e+000	9.500000e+000	5.203092e-002
1.300178452427399e-003	2.607761e+000	9.500000e+000	5.215523e-002
1.301178452427399e-003	2.614849e+000	9.500000e+000	5.229697e-002
1.302178452427399e-003	2.621933e+000	9.500000e+000	5.243865e-002
1.303178452427398e-003	2.629014e+000	9.500000e+000	5.258027e-002
1.304343228632183e-003	2.637257e+000	9.500000e+000	5.274514e-002
1.305298297437712e-003	2.644011e+000	9.500000e+000	5.288023e-002
1.306573968233047e-003	2.653026e+000	9.500000e+000	5.306051e-002
1.307573968233047e-003	2.660086e+000	9.500000e+000	5.320172e-002
1.308573968233047e-003	2.667140e+000	9.500000e+000	5.334281e-002
1.309573968233047e-003	2.674188e+000	9.500000e+000	5.348376e-002
1.310573968233047e-003	2.681228e+000	9.500000e+000	5.362456e-002
1.311573968233047e-003	2.688259e+000	9.500000e+000	5.376518e-002
1.312573968233047e-003	2.695280e+000	9.500000e+000	5.390560e-002
1.313573968233047e-003	2.702292e+000	9.500000e+000	5.404583e-002
1.314457101162375e-003	2.708474e+000	9.500000e+000	5.416948e-002
1.315230572989647e-003	2.713878e+000	9.500000e+000	5.427757e-002
1.316396459448771e-003	2.722005e+000	9.500000e+000	5.444010e-002
1.317396459448771e-003	2.728956e+000	9.500000e+000	5.457913e-002
1.318396459448771e-003	2.735890e+000	9.500000e+000	5.471779e-002
1.319396459448771e-003	2.742801e+000	9.500000e+000	5.485601e-002
1.320396459448771e-003	2.749687e+000	9.500000e+000	5.499373e-002
1.321396459448771e-003	2.756545e+000	9.500000e+000	5.513090e-002
1.322396459448771e-003	2.763372e+000	9.500000e+000	5.526744e-002
1.323396459448771e-003	2.770168e+000	9.500000e+000	5.540336e-002
1.324406445666776e-003	2.776995e+000	9.500000e+000	5.553991e-002
1.325638058481617e-003	2.785253e+000	9.500000e+000	5.570506e-002
1.326336283051103e-003	2.789899e+000	9.500000e+000	5.579798e-002
1.327336283051103e-003	2.796511e+000	9.500000e+000	5.593022e-002
1.328336283051103e-003	2.803071e+000	9.500000e+000	5.606141e-002
1.329336283051103e-003	2.809569e+000	9.500000e+000	5.619138e-002
1.331336283051102e-003	2.822363e+000	9.500000e+000	5.644725e-002
1.334050293392535e-003	2.839245e+000	9.500000e+000	5.678490e-002
1.335231067871026e-003	2.846386e+000	9.500000e+000	5.692772e-002
1.336411842349517e-003	2.853389e+000	9.500000e+000	5.706777e-002
1.337592616828008e-003	2.860252e+000	9.500000e+000	5.720504e-002
1.338773391306499e-003	2.866977e+000	9.500000e+000	5.733954e-002
1.339954165784990e-003	2.873563e+000	9.500000e+000	5.747127e-002
1.341134940263481e-003	2.880011e+000	9.500000e+000	5.760022e-002
1.342315714741972e-003	2.886319e+000	9.500000e+000	5.772639e-002
1.344239962497933e-003	2.896222e+000	9.500000e+000	5.792445e-002
1.346164210253894e-003	2.905832e+000	9.500000e+000	5.811664e-002
1.348088458009855e-003	2.915148e+000	9.500000e+000	5.830297e-002
1.350012705765815e-003	2.924172e+000	9.500000e+000	5.848344e-002
1.351936953521776e-003	2.932902e+000	9.500000e+000	5.865805e-002
1.353861201277737e-003	2.941340e+000	9.500000e+000	5.882679e-002
1.355785449033698e-003	2.949484e+000	9.500000e+000	5.898968e-002
1.358301307664427e-003	2.959888e+000	9.500000e+000	5.919775e-002
1.360817166295157e-003	2.970148e+000	9.500000e+000	5.940295e-002
1.363333024925886e-003	2.980264e+000	9.500000e+000	5.960528e-002
1.365848883556616e-003	2.990237e+000	9.500000e+000	5.980474e-002
1.368364742187345e-003	3.000066e+000	9.500000e+000	6.000132e-002
1.370880600818075e-003	3.009751e+000	9.500000e+000	6.019503e-002
1.373396459448804e-003	3.019293e+000	9.500000e+000	6.038587e-002
1.390728951972994e-003	3.083329e+000	9.500000e+000	6.166658e-002
1.408061444497184e-003	3.145249e+000	9.500000e+000	6.290498e-002
1.425393937021374e-003	3.205054e+000	9.500000e+000	6.410109e-002
1.442726429545563e-003	3.262744e+000	9.500000e+000	6.525489e-002
1.460058922069753e-003	3.318319e+000	9.500000e+000	6.636638e-002
1.477391414593943e-003	3.371779e+000	9.500000e+000	6.743558e-002
1.494723907118132e-003	3.423123e+000	9.500000e+000	6.846247e-002
1.528668532251416e-003	3.518517e+000	9.500000e+000	7.037033e-002
1.562613157384699e-003	3.608800e+000	9.500000e+000	7.217601e-002
1.596557782517982e-003	3.693975e+000	9.500000e+000	7.387949e-002
1.630502407651265e-003	3.774039e+000	9.500000e+000	7.548079e-002
1.664447032784548e-003	3.848995e+000	9.500000e+000	7.697989e-002
1.698391657917832e-003	3.918840e+000	9.500000e+000	7.837681e-002
1.732336283051115e-003	3.983577e+000	9.500000e+000	7.967153e-002
1.733336283051115e-003	3.985447e+000	9.500000e+000	7.970893e-002
1.781916308250785e-003	4.070786e+000	9.500000e+000	8.141571e-002
1.830496333450456e-003	4.150098e+000	9.500000e+000	8.300196e-002
1.879076358650127e-003	4.223385e+000	9.500000e+000	8.446769e-002
1.927656383849797e-003	4.290646e+000	9.500000e+000	8.581291e-002
1.976236409049468e-003	4.351881e+000	9.500000e+000	8.703761e-002
2.024816434249139e-003	4.407090e+000	9.500000e+000	8.814179e-002
2.073396459448809e-003	4.456273e+000	9.500000e+000	8.912545e-002
2.122682173734523e-003	4.502277e+000	9.500000e+000	9.004553e-002
2.171967888020237e-003	4.545001e+000	9.500000e+000	9.090002e-002
2.221253602305952e-003	4.584445e+000	9.500000e+000	9.168891e-002
2.270539316591665e-003	4.620610e+000	9.500000e+000	9.241220e-002
2.319825030877379e-003	4.653495e+000	9.500000e+000	9.306990e-002
2.369110745163093e-003	4.683100e+000	9.500000e+000	9.366200e-002
2.418396459448807e-003	4.709426e+000	9.500000e+000	9.418851e-002
2.430993246418000e-003	4.715942e+000	9.500000e+000	9.431884e-002
2.443590033387192e-003	4.722316e+000	9.500000e+000	9.444632e-002
2.456186820356385e-003	4.728548e+000	9.500000e+000	9.457096e-002
2.468783607325577e-003	4.734638e+000	9.500000e+000	9.469276e-002
2.481380394294770e-003	4.740586e+000	9.500000e+000	9.481172e-002
2.493977181263962e-003	4.746392e+000	9.500000e+000	9.492783e-002
2.506573968233155e-003	4.752055e+000	9.500000e+000	9.504110e-002
2.507573968233155e-003	4.752500e+000	9.500000e+000	9.504999e-002
2.556946037403782e-003	4.773108e+000	9.500000e+000	9.546216e-002
2.606318106574410e-003	4.792246e+000	9.500000e+000	9.584491e-002
2.655690175745038e-003	4.809912e+000	9.500000e+000	9.619825e-002
2.705062244915665e-003	4.826108e+000	9.500000e+000	9.652216e-002
2.754434314086293e-003	4.840833e+000	9.500000e+000	9.681665e-002
2.803806383256920e-003	4.854087e+000	9.500000e+000	9.708173e-002
2.853178452427548e-003	4.865870e+000	9.500000e+000	9.731739e-002
2.901464166713265e-003	4.876520e+000	9.500000e+000	9.753041e-002
2.949749880998982e-003	4.886421e+000	9.500000e+000	9.772843e-002
