vin	V(vo)
1.55	0.966
2.01	1.388
2.55	1.879
3.02	2.301
3.52	2.755
4.03	3.255
4.5	3.724
5.00	4.20
5.51	4.71
6.02	4.95
6.51	4.95
7.00	4.95
8.01	4.95
9.02	4.96
10.02	4.96
11.04	4.96
12.03	4.96
13.04	4.96
14.03	4.96
15.01	4.96
16.05	4.96
17.03	4.96
18.02	4.96
19.02	4.96
20.06	4.97
21.00	4.97
22.05	4.97
23.04	4.97
24.05	4.97
25.03	4.97
26.03	4.97
27.02	4.98
28.02	4.98
29.00	4.98
30.02	4.98
